water,site,feature,start,end,point,density,COMMENT,MEA,csv
LML,BEF.015,C,784,788,,4,,MEA,
LML,BEF.015,CW,,,785,,,MEA,
LML,BEF.015,CW,,,788,,,MEA,
LML,BEF.015,CW,,,787,,,MEA,
LML,BEF.015,C,788,791,,2,,MEA,
LML,BEF.015,CW,,,789,,,MEA,
LML,BEF.015,CW,,,790,,,MEA,
LML,BEF.015,O,791,793,,2,,MEA,
LML,BEF.015,FW,791,801,,3,,MEA,
LML,BEF.015,S,791,794,,5,,MEA,
LML,BEF.015,O,792,793,,5,,MEA,
LML,BEF.015,O,793,797,,1,,MEA,
LML,BEF.015,C,794,797,,1,,MEA,
LML,BEF.015,B,,,795,,,MEA,
LML,BEF.015,B,795,796,,,,MEA,
LML,BEF.015,CW,,,796,,,MEA,
LML,BEF.015,C,797,801,,4,,MEA,
LML,BEF.015,CW,798,799,,4,,MEA,
LML,BEF.015,B,,,800,,,MEA,
LML,BEF.015,B,799,801,,2,,MEA,
LML,BEF.016,C,761,767,,4,,MEA,
LML,BEF.016,SV,761,762,,1,,MEA,
LML,BEF.016,CW,,,762,,,MEA,
LML,BEF.016,,,,764,,,MEA,
LML,BEF.016,SV,762,763,,2,,MEA,
LML,BEF.016,SV,763,775,,2,,MEA,
LML,BEF.016,B,,,764,,,MEA,
LML,BEF.016,EV,765,766,,2,,MEA,
LML,BEF.016,CW,,,766,,,MEA,
LML,BEF.016,S,767,775,,5,,MEA,
LML,BEF.016,FW,768,775,,2,,MEA,
LML,BEF.016,CW,,,769,,,MEA,
LML,BEF.016,CW,,,770,,,MEA,
LML,BEF.016,CW,,,771,,,MEA,
LML,BEF.016,CW,,,772,,,MEA,
LML,BEF.016,CW,,,773,,,MEA,
LML,BEF.016,O,744,775,,2,,MEA,
LML,BEF.016,FW,744,775,,2,,MEA,
