water,site,feature,start,end,point,density,COMMENT,MEA,csv
LML,BEF.031,SBR,181,182,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,S,182,199,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,EV,183,184,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,O,182,187,,,ORGANIC OOZE + LEAVES,MEA,garmin_lml_hab_day1
LML,BEF.031,SE,185,188,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,EV,186,187,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,O,189,198,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SV,189,193,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,EV,190,191,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,EV,192,193,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,CW,,,194,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SV,195,198,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,CW,,,196,,,MEA,garmin_lml_hab_day1
LML,BEF.031,CW,,,197,,,MEA,garmin_lml_hab_day1
LML,BEF.031,FW,198,207,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,O,198,207,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SV,198,199,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SCS,199,202,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SV,200,202,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,S,202,203,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SCS,203,205,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SV,204,206,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SCS,206,207,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,S,207,208,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SCS,208,209,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,S,209,210,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SCS,210,210,,,changed 212 to 210 because of errat point,MEA,garmin_lml_hab_day1
LML,BEF.031,FW,210,210,,,changed 212 to 210 because of errat point,MEA,garmin_lml_hab_day1
LML,BEF.031,S,210,222,,,changed 211 to 210 because of errat point,MEA,garmin_lml_hab_day1
LML,BEF.031,SV,213,216,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,EV,214,216,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,FW,215,216,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,EV,217,218,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SV,221,225,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SCS,222,223,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,EV,223,224,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,S,223,232,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,EV,,,226,,,MEA,garmin_lml_hab_day1
LML,BEF.031,EV,227,228,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SV,229,230,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SCS,229,230,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,EV,231,232,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SCS,232,234,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,S,234,235,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SV,233,234,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SCS,235,239,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,EV,236,238,,,,MEA,garmin_lml_hab_day1
LML,BEF.031,SV,237,239,,,,MEA,garmin_lml_hab_day1
LML,BEF.002,SC,382,383,,2,,MEA,
LML,BEF.002,SV,382,383,,1,,MEA,
LML,BEF.002,FW,382,388,,1,,MEA,
LML,BEF.002,S,383,387,,5,,MEA,
LML,BEF.002,SV,384,385,,NA,,MEA,
LML,BEF.002,B,,,386,,,MEA,
LML,BEF.002,SC,387,388,,2,,MEA,
LML,BEF.002,SV,388,393,,1,,MEA,
LML,BEF.002,S,388,389,,5,,MEA,
LML,BEF.002,GRAVEL,389,391,,5,,MEA,
LML,BEF.002,B,,,390,,,MEA,
LML,BEF.002,SC,391,392,,,,MEA,
LML,BEF.002,FW,391,395,,1,,MEA,
LML,BEF.002,CW,,,392,,LARGE PILE OF STICKS,MEA,
LML,BEF.002,B,,,392,,,MEA,
LML,BEF.002,SV,392,396,,2,,MEA,
LML,BEF.002,S,392,399,,5,,MEA,
LML,BEF.002,EV,394,397,,5,,MEA,
LML,BEF.002,FW,395,396,,3,,MEA,
LML,BEF.002,FW,396,400,,1,,MEA,
LML,BEF.002,EV,398,400,,5,,MEA,
LML,BEF.002,SV,398,400,,3,,MEA,
LML,BEF.002,SC,399,400,,1,,MEA,
LML,BEF.002,S,400,401,,5,,MEA,
LML,BEF.002,SC,401,402,,1,,MEA,
LML,BEF.002,SV,401,402,,1,,MEA,
LML,BEF.002,B,402,404,,1,,MEA,
LML,BEF.002,SC,403,404,,3,,MEA,
LML,BEF.002,SV,403,404,,,MISSING DENSITY,MEA,
LML,BEF.003,SC,404,410,,4,,MEA,
LML,BEF.003,SV,404,407,,2,,MEA,
LML,BEF.003,FW,404,413,,1,,MEA,
LML,BEF.003,CW,,,405,,,MEA,
LML,BEF.003,CW,,,408,,,MEA,
LML,BEF.003,CW,,,409,,,MEA,
LML,BEF.003,CW,,,411,,,MEA,
LML,BEF.003,B,,,406,,,MEA,
LML,BEF.003,B,407,413,,2,,MEA,
LML,BEF.003,SV,410,413,,4,,MEA,
LML,BEF.003,EV,410,412,,5,,MEA,
LML,BEF.003,SC,410,413,,5,,MEA,
LML,BEF.004,S,413,422,,5,,MEA,
LML,BEF.004,SV,414,421,,4,DEEP - POSSIBLY OUT OF 2M CONTOUR,MEA,
LML,BEF.004,EV,414,416,,5,,MEA,
LML,BEF.004,B,,,415,5,GIVEN A POINT DENSITY BECAUSE MANY BOULDERS AT SAME SPOT,MEA,
LML,BEF.004,EV,416,417,,2,,MEA,
LML,BEF.004,B,,,417,,,MEA,
LML,BEF.004,B,,,418,,,MEA,
LML,BEF.004,B,,,420,,,MEA,
LML,BEF.004,SV,421,423,4,,,MEA,
LML,BEF.004,EV,422,423,,5,,MEA,
LML,BEF.004,GRAVEL,422,424,,5,,MEA,
LML,BEF.004,SV,423,428,,2,,MEA,
LML,BEF.004,SC,424,425,,2,,MEA,
LML,BEF.004,FW,427,429,,1,,MEA,
LML,BEF.004,SV,428,429,,4,,MEA,
LML,BEF.005,SV,429,430,,3,,MEA,
LML,BEF.005,S,429,498,,5,,MEA,
LML,BEF.005,FW,429,470,,2,,MEA,
LML,BEF.005,O,430,433,,5,,MEA,
LML,BEF.005,CW,,,431,,,MEA,
LML,BEF.005,CW,,,432,,,MEA,
LML,BEF.005,SV,433,443,,4,,MEA,
LML,BEF.005,EV,434,439,,3,,MEA,
LML,BEF.005,CW,,,435,,,MEA,
LML,BEF.005,CW,,,436,,,MEA,
LML,BEF.005,CW,,,437,,,MEA,
LML,BEF.005,CW,,,438,,,MEA,
LML,BEF.005,CW,,,440,,,MEA,
LML,BEF.005,O,436,447,,4,,MEA,
LML,BEF.005,CW,,,441,,,MEA,
LML,BEF.005,SV,443,470,,5,,MEA,
LML,BEF.005,CW,,,445,,,MEA,
LML,BEF.005,CW,,,446,,,MEA,
LML,BEF.005,O,447,448,,1,,MEA,
LML,BEF.005,O,448,468,,2,,MEA,
LML,BEF.005,EV,449,468,,2,,MEA,
LML,BEF.005,CW,,,450,,,MEA,
LML,BEF.005,CW,,,451,,,MEA,
LML,BEF.005,CW,,,452,,,MEA,
LML,BEF.005,CW,,,453,,,MEA,
LML,BEF.005,CW,,,454,,,MEA,
LML,BEF.005,CW,,,455,,,MEA,
LML,BEF.005,CW,,,456,,,MEA,
LML,BEF.005,CW,,,457,,,MEA,
LML,BEF.005,CW,,,458,,,MEA,
LML,BEF.005,CW,,,459,,,MEA,
LML,BEF.005,CW,,,460,,,MEA,
LML,BEF.005,CW,,,461,,,MEA,
LML,BEF.005,CW,,,462,,,MEA,
LML,BEF.005,CW,,,463,,,MEA,
LML,BEF.005,CW,,,464,,,MEA,
LML,BEF.005,SC,465,466,,,,MEA,
LML,BEF.005,CW,,,467,,,MEA,
LML,BEF.005,B,468,470,,5,,MEA,
LML,BEF.005,CW,,,469,,,MEA,
LML,BEF.005,SV,470,488,,4,,MEA,
LML,BEF.005,O,470,471,,2,,MEA,
LML,BEF.005,FW,471,474,,1,,MEA,
LML,BEF.005,O,471,472,,3,,MEA,
LML,BEF.005,SC,472,488,,2,,MEA,
LML,BEF.005,B,472,473,,,,MEA,
LML,BEF.005,EV,474,475,,,,MEA,
LML,BEF.005,FW,474,498,,3,,MEA,
LML,BEF.005,B,,,476,,,MEA,
LML,BEF.005,CW,,,477,,,MEA,
LML,BEF.005,CW,,,478,,,MEA,
LML,BEF.005,CW,,,479,,,MEA,
LML,BEF.005,CW,,,480,,,MEA,
LML,BEF.005,CW,,,481,,,MEA,
LML,BEF.005,CW,,,482,,,MEA,
LML,BEF.005,EV,483,498,,2,,MEA,
LML,BEF.005,CW,,,484,,,MEA,
LML,BEF.005,CW,,,485,,,MEA,
LML,BEF.005,CW,,,486,,,MEA,
LML,BEF.005,O,486,498,,2,,MEA,
LML,BEF.005,B,,,488,,,MEA,
LML,BEF.005,CW,,,489,,,MEA,
LML,BEF.005,CW,,,492,,,MEA,
LML,BEF.005,CW,,,493,,,MEA,
LML,BEF.005,CW,,,494,,,MEA,
LML,BEF.005,CW,,,495,,,MEA,
LML,BEF.005,CW,,,496,,,MEA,
LML,BEF.005,CW,,,497,,,MEA,
LML,BEF.005,CW,,,489,,,MEA,
LML,BEF.005,B,490,498,,1,,MEA,
LML,BEF.006,B,498,499,,,,MEA,
LML,BEF.006,O,499,500,,3,,MEA,
LML,BEF.006,C,499,500,,,,MEA,
LML,BEF.006,B,499,500,,3,,MEA,
LML,BEF.006,FW,499,500,,3,,MEA,
LML,BEF.006,B,500,504,,5,,MEA,
LML,BEF.006,C,501,504,,5,,MEA,
LML,BEF.006,SV,502,505,,1,,MEA,
LML,BEF.006,FW,503,505,,,,MEA,
LML,BEF.006,SC,504,511,,4,,MEA,
LML,BEF.006,B,505,511,,4,,MEA,
LML,BEF.006,FW,506,511,,2,,MEA,
LML,BEF.006,SV,507,508,,2,,MEA,
LML,BEF.006,SV,509,510,,2,,MEA,
LML,BEF.007,SC,511,512,,4,,MEA,
LML,BEF.007,B,511,512,,4,,MEA,
LML,BEF.007,FW,511,515,,2,,MEA,
LML,BEF.007,S,511,512,,2,,MEA,
LML,BEF.007,SV,511,512,,2,,MEA,
LML,BEF.007,S,512,514,,4,,MEA,
LML,BEF.007,SV,512,514,,4,,MEA,
LML,BEF.007,EV,512,514,,1,,MEA,
LML,BEF.007,CW,,,513,,,MEA,
LML,BEF.007,SC,514,515,,5,,MEA,
LML,BEF.007,B,514,515,,5,,MEA,
LML,BEF.008,C,515,517,,5,,MEA,
LML,BEF.008,B,515,517,,5,,MEA,
LML,BEF.008,FW,515,517,,1,,MEA,
LML,BEF.008,SV,516,523,,2,,MEA,
LML,BEF.008,S,516,517,,2,,MEA,
LML,BEF.008,B,517,525,,1,,MEA,
LML,BEF.008,O,517,519,,2,,MEA,
LML,BEF.008,FW,517,530,,3,,MEA,
LML,BEF.008,EV,517,519,,1,,MEA,
LML,BEF.008,S,517,519,,3,,MEA,
LML,BEF.008,S,519,526,,1,,MEA,
LML,BEF.008,C,518,519,,1,,MEA,
LML,BEF.008,SC,519,526,,4,,MEA,
LML,BEF.008,SV,520,522,,2,,MEA,
LML,BEF.008,CW,,,521,,,MEA,
LML,BEF.008,SV,522,523,,2,,MEA,
LML,BEF.008,B,525,530,,3,,MEA,
LML,BEF.008,CW,,,526,,,MEA,
LML,BEF.008,CW,,,527,,,MEA,
LML,BEF.008,C,526,528,,5,,MEA,
LML,BEF.008,C,528,530,,2,,MEA,
LML,BEF.008,SV,529,530,,1,,MEA,
LML,BEF.012,SC,531,532,,2,,MEA,
LML,BEF.012,SV,531,542,,1,,MEA,
LML,BEF.012,S,531,532,,4,,MEA,
LML,BEF.012,O,531,532,,2,,MEA,
LML,BEF.012,CW,,,532,,,MEA,
LML,BEF.012,CW,,,533,,,MEA,
LML,BEF.012,CW,,,534,,,MEA,
LML,BEF.012,S,532,537,,5,,MEA,
LML,BEF.012,O,535,537,,4,,MEA,
LML,BEF.012,SC,537,538,,1,LML POINT 536,MEA,
LML,BEF.012,FW,538,548,,`,,MEA,
LML,BEF.012,O,539,542,,3,,MEA,
LML,BEF.012,EV,540,541,,1,,MEA,
LML,BEF.012,S,538,543,,5,,MEA,
LML,BEF.012,SV,542,543,,4,DEEP,MEA,
LML,BEF.012,SC,543,545,,4,,MEA,
LML,BEF.012,CW,,,544,,,MEA,
LML,BEF.012,SV,545,548,,2,,MEA,
LML,BEF.012,SC,545,546,,1,,MEA,
LML,BEF.012,B,,,546,,,MEA,
LML,BEF.012,S,546,548,,5,,MEA,
LML,BEF.012,SV,546,548,,4,,MEA,
LML,BEF.009,SC,642,643,,4,,MEA,
LML,BEF.009,B,642,646,,1,,MEA,
LML,BEF.009,SV,642,646,,2,,MEA,
LML,BEF.009,BED,643,644,,,,MEA,
LML,BEF.009,S,644,646,,,,MEA,
LML,BEF.009,SC,645,646,,2,,MEA,
LML,BEF.009,B,646,647,,5,,MEA,
LML,BEF.009,SC,646,659,,5,,MEA,
LML,BEF.009,B,647,649,,3,,MEA,
LML,BEF.009,FW,649,652,,,,MEA,
LML,BEF.009,B,650,659,,2,,MEA,
LML,BEF.009,BED,651,659,,,,MEA,
LML,BEF.009,CW,,653,,,,MEA,
LML,BEF.009,SV,654,655,,1,,MEA,
LML,BEF.009,EV,655,656,,,,MEA,
LML,BEF.009,SV,657,658,,,,MEA,
LML,BEF.009,SV,659,664,,2,,MEA,
LML,BEF.009,S,659,663,,2,,MEA,
LML,BEF.009,B,,,660,,,MEA,
LML,BEF.009,B,,,661,,,MEA,
LML,BEF.009,SC,662,664,,,,MEA,
LML,BEF.009,BED,662,664,,,,MEA,
LML,BEF.009,SC,663,664,,,,MEA,
LML,BEF.009,B,663,664,,,,MEA,
LML,BEF.011,SV,548,551,,2,,MEA,
LML,BEF.011,FW,548,556,,1,,MEA,
LML,BEF.011,S,548,559,,5,,MEA,
LML,BEF.011,O,548,550,,1,,MEA,
LML,BEF.011,CW,,,549,,,MEA,
LML,BEF.011,O,550,552,,3,,MEA,
LML,BEF.011,SW,551,562,,3,,MEA,
LML,BEF.011,CW,,,553,,,MEA,
LML,BEF.011,O,554,555,,2,,MEA,
LML,BEF.011,O,556,562,,22,,MEA,
LML,BEF.011,FW,556,562,,2,,MEA,
LML,BEF.011,CW,,,557,,,MEA,
LML,BEF.011,CW,,,558,,,MEA,
LML,BEF.011,B,,,558,,,MEA,
LML,BEF.011,C,556,559,,1,,MEA,
LML,BEF.011,SC,559,562,,2,,MEA,
LML,BEF.011,CW,,,560,,,MEA,
LML,BEF.011,B,,,561,,,MEA,
LML,BEF.011,B,562,565,,3,,MEA,
LML,BEF.011,CW,,,563,,,MEA,
LML,BEF.011,CW,,,564,,,MEA,
LML,BEF.011,SC,565,566,,5,,MEA,
LML,BEF.011,B,565,566,,2,,MEA,
LML,BEF.011,B,566,570,,2,,MEA,
LML,BEF.011,SC,566,570,,2,,MEA,
LML,BEF.011,SV,568,570,,2,,MEA,
LML,BEF.011,CW,,,570,,,MEA,
LML,BEF.011,CW,,,569,,,MEA,
LML,BEF.011,SC,570,571,,5,,MEA,
LML,BEF.011,B,570,571,,2,,MEA,
LML,BEF.011,SV,571,573,,1,,MEA,
LML,BEF.011,B,571,573,,1,,MEA,
LML,BEF.011,CW,,,573,,,MEA,
LML,BEF.011,CW,,,572,,,MEA,
LML,BEF.010,FW,573,588,,1,,MEA,
LML,BEF.010,O,573,593,,2,,MEA,
LML,BEF.010,SV,573,581,,1,,MEA,
LML,BEF.010,SC,573,581,,2,,MEA,
LML,BEF.010,CW,,,574,,,MEA,
LML,BEF.010,CW,,,575,,,MEA,
LML,BEF.010,CW,,,578,,,MEA,
LML,BEF.010,B,,,576,,,MEA,
LML,BEF.010,B,,,577,,,MEA,
LML,BEF.010,B,,,578,,,MEA,
LML,BEF.010,B,,,579,,,MEA,
LML,BEF.010,SC,581,587,,5,,MEA,
LML,BEF.010,SV,583,608,,1,,MEA,
LML,BEF.010,CW,,,584,,,MEA,
LML,BEF.010,CW,,,585,,,MEA,
LML,BEF.010,B,,,586,,,MEA,
LML,BEF.010,SC,588,,,2,,MEA,
LML,BEF.010,FW,588,594,,3,,MEA,
LML,BEF.010,B,588,593,,2,,MEA,
LML,BEF.010,CW,,,590,,,MEA,
LML,BEF.010,CW,,,591,,,MEA,
LML,BEF.010,CW,,,592,,,MEA,
LML,BEF.010,CW,593,594,,3,,MEA,
LML,BEF.010,B,593,594,,3,,MEA,
LML,BEF.010,B,594,600,,5,,MEA,
LML,BEF.010,C,594,601,,5,,MEA,
LML,BEF.010,FW,594,601,,1,,MEA,
LML,BEF.010,O,595,596,,2,,MEA,
LML,BEF.010,O,597,601,,3,,MEA,
LML,BEF.010,B,,,598,,,MEA,
LML,BEF.010,B,,,599,,,MEA,
LML,BEF.010,B,600,601,,5,,MEA,
LML,BEF.010,C,601,608,,,,MEA,
LML,BEF.010,FW,601,605,,,,MEA,
LML,BEF.010,CW,,,602,,,MEA,
LML,BEF.010,CW,,,603,,,MEA,
LML,BEF.010,CW,,,604,,,MEA,
LML,BEF.010,FW,605,608,,4,,MEA,
LML,BEF.010,CW,,,605,,,MEA,
LML,BEF.010,SV,606,608,,,,MEA,
LML,BEF.010,O,607,608,,,,MEA,
LML,BEF.010,FW,608,609,,5,,MEA,
LML,BEF.010,O,609,612,,4,,MEA,
LML,BEF.010,SV,609,612,,1,,MEA,
LML,BEF.010,FW,609,615,,3,,MEA,
LML,BEF.010,C,609,615,,1,,MEA,
LML,BEF.010,B,,,610,,,MEA,
LML,BEF.010,CW,,,611,,,MEA,
LML,BEF.010,SV,612,635,,3,,MEA,
LML,BEF.010,CW,,,613,,,MEA,
LML,BEF.010,CW,,,614,,,MEA,
LML,BEF.010,C,615,635,,4,,MEA,
LML,BEF.010,CW,,,616,,,MEA,
LML,BEF.010,CW,,,617,,,MEA,
LML,BEF.010,O,618,619,,,,MEA,
LML,BEF.010,CW,,,620,,,MEA,
LML,BEF.010,CW,,,621,,,MEA,
LML,BEF.010,CW,,,622,,,MEA,
LML,BEF.010,CW,,,623,,,MEA,
LML,BEF.010,CW,,,624,,,MEA,
LML,BEF.010,CW,,,625,,,MEA,
LML,BEF.010,CW,,,626,,,MEA,
LML,BEF.010,CW,,,627,,,MEA,
LML,BEF.010,CW,,,628,,,MEA,
LML,BEF.010,CW,,,629,,,MEA,
LML,BEF.010,CW,,,630,,,MEA,
LML,BEF.010,CW,,,631,,,MEA,
LML,BEF.010,CW,,,632,,,MEA,
LML,BEF.010,CW,,,633,,,MEA,
LML,BEF.010,CW,,,634,,,MEA,
LML,BEF.010,B,628,637,,,,MEA,
LML,BEF.010,CW,,,637,,,MEA,
LML,BEF.010,C,635,637,,4,,MEA,
LML,BEF.010,SV,635,637,,1,,MEA,
LML,BEF.010,CW,636,637,,,,MEA,
LML,BEF.010,SV,637,639,,3,,MEA,
LML,BEF.010,SC,637,639,,2,,MEA,
LML,BEF.010,CW,,,638,,,MEA,
LML,BEF.010,O,639,640,,3,,MEA,
LML,BEF.010,SV,640,641,,2,,MEA,
LML,BEF.010,SC,639,642,,3,,MEA,
LML,BEF.022,C,827,828,,5,,MEA,
LML,BEF.022,SV,827,842,,1,,MEA,
LML,BEF.022,CW,,,,,,MEA,
LML,BEF.022,FW,828,835,,1,,MEA,
LML,BEF.022,C,828,832,,2,,MEA,
LML,BEF.022,CW,,,,,,MEA,
LML,BEF.022,CW,,,,,,MEA,
LML,BEF.022,B,831,837,,1,,MEA,
LML,BEF.022,C,832,833,,4,,MEA,
LML,BEF.022,C,833,834,,5,,MEA,
LML,BEF.022,C,834,837,,1,,MEA,
LML,BEF.022,FW,835,837,,3,,MEA,
LML,BEF.022,CW,,,,,,MEA,
LML,BEF.022,S,837,840,,5,,MEA,
LML,BEF.022,CW,,,,,,MEA,
LML,BEF.022,C,840,842,,1,,MEA,
LML,BEF.013,B,819,825,,1,,MEA,
LML,BEF.013,C,819,822,,4,,MEA,
LML,BEF.013,FW,819,820,,3,,MEA,
LML,BEF.013,O,819,820,,1,,MEA,
LML,BEF.013,B,,,820,,,MEA,
LML,BEF.013,B,,,821,,,MEA,
LML,BEF.013,SV,822,825,,1,,MEA,
LML,BEF.013,C,822,825,,3,,MEA,
LML,BEF.013,FW,822,826,,1,,MEA,
LML,BEF.013,CW,,,823,,,MEA,
LML,BEF.013,O,824,826,,1,,MEA,
LML,BEF.013,S,825,826,,5,,MEA,
LML,BEF.014,O,801,802,,4,,MEA,
LML,BEF.014,SV,801,802,,1,,MEA,
LML,BEF.014,FW,801,802,,2,,MEA,
LML,BEF.014,C,801,802,,1,,MEA,
LML,BEF.014,B,802,804,,5,,MEA,
LML,BEF.014,B,804,819,,1,,MEA,
LML,BEF.014,C,804,819,,5,,MEA,
LML,BEF.014,CW,,,805,,,MEA,
LML,BEF.014,CW,,,806,,,MEA,
LML,BEF.014,CW,,,807,,,MEA,
LML,BEF.014,CW,,,808,,,MEA,
LML,BEF.014,CW,,,809,,,MEA,
LML,BEF.014,CW,,,810,,,MEA,
LML,BEF.014,CW,,,811,,,MEA,
LML,BEF.014,CW,,,812,,,MEA,
LML,BEF.014,CW,,,813,,,MEA,
LML,BEF.014,CW,,,814,,,MEA,
LML,BEF.014,CW,,,815,,,MEA,
LML,BEF.014,CW,,,816,,,MEA,
LML,BEF.014,CW,,,817,,,MEA,
LML,BEF.014,CW,,,818,,,MEA,
LML,BEF.022,S,665,666,,4,,MEA,
LML,BEF.022,SV,665,670,,`,,MEA,
LML,BEF.022,O,665,676,,1,,MEA,
LML,BEF.022,C,665,667,,`,,MEA,
LML,BEF.022,CW,,,666,,,MEA,
LML,BEF.022,FW,666,668,,1,,MEA,
LML,BEF.022,B,,,669,,,MEA,
LML,BEF.022,C,670,671,,`,,MEA,
LML,BEF.022,SV,671,675,,3,,MEA,
LML,BEF.022,C,671,675,,2,,MEA,
LML,BEF.022,EV,671,675,,1,,MEA,
LML,BEF.022,CW,,,672,,,MEA,
LML,BEF.022,CW,,,673,,,MEA,
LML,BEF.022,CW,,,674,,,MEA,
LML,BEF.022,EV,675,678,,5,,MEA,
LML,BEF.022,SV,675,676,,5,,MEA,
LML,BEF.022,FW,676,678,,2,,MEA,
LML,BEF.022,O,667,678,,4,,MEA,
LML,BEF.022,CW,667,678,,4,,MEA,
LML,BEF.032,EV,678,681,,3,,MEA,
LML,BEF.032,O,678,681,,4,,MEA,
LML,BEF.032,SV,678,681,,2,,MEA,
LML,BEF.032,FW,678,681,,2,,MEA,
LML,BEF.032,CW,,,680,,,MEA,
LML,BEF.032,CW,,,681,,,MEA,
LML,BEF.032,SV,681,682,,3,,MEA,
LML,BEF.020,SV,682,705,,2,,MEA,
LML,BEF.020,FW,682,690,,2,,MEA,
LML,BEF.020,EV,682,687,,2,,MEA,
LML,BEF.020,CW,,,683,,,MEA,
LML,BEF.020,CW,,,684,,,MEA,
LML,BEF.020,CW,,,685,,,MEA,
LML,BEF.020,CW,,,686,,,MEA,
LML,BEF.020,CW,,,689,,,MEA,
LML,BEF.020,B,,,688,,,MEA,
LML,BEF.020,S,682,706,,3,,MEA,
LML,BEF.020,FW,690,733,,3,,MEA,
LML,BEF.020,CW,,,691,,,MEA,
LML,BEF.020,CW,,,692,,,MEA,
LML,BEF.020,CW,,,693,,,MEA,
LML,BEF.020,CW,,,694,,,MEA,
LML,BEF.020,CW,,,695,,,MEA,
LML,BEF.020,CW,,,696,,,MEA,
LML,BEF.020,CW,,,697,,,MEA,
LML,BEF.020,CW,,,698,,,MEA,
LML,BEF.020,CW,,,699,,,MEA,
LML,BEF.020,CW,,,700,,,MEA,
LML,BEF.020,CW,,,701,,,MEA,
LML,BEF.020,CW,,,702,,,MEA,
LML,BEF.020,CW,,,703,,,MEA,
LML,BEF.020,CW,,,704,,,MEA,
LML,BEF.020,CW,705,708,,4,,MEA,
LML,BEF.020,B,706,708,,2,,MEA,
LML,BEF.020,B,,,707,,,MEA,
LML,BEF.020,C,706,733,,2,,MEA,
LML,BEF.020,CW,,,,,,MEA,
LML,BEF.020,SV,711,733,,2,,MEA,
LML,BEF.020,CW,712,713,,4,,MEA,
LML,BEF.020,CW,,,714,,,MEA,
LML,BEF.020,CW,,,715,,,MEA,
LML,BEF.020,CW,,,716,,,MEA,
LML,BEF.020,CW,,,717,,,MEA,
LML,BEF.020,CW,,,718,,,MEA,
LML,BEF.020,CW,,,719,,,MEA,
LML,BEF.020,CW,,,,,,MEA,
LML,BEF.020,EV,719,720,,1,,MEA,
LML,BEF.020,B,715,719,,4,,MEA,
LML,BEF.020,O,719,733,,2,,MEA,
LML,BEF.020,CW,,,721,,,MEA,
LML,BEF.020,CW,722,724,,4,,MEA,
LML,BEF.020,CW,,,725,,,MEA,
LML,BEF.020,CW,726,727,,4,,MEA,
LML,BEF.020,CW,,,728,,,MEA,
LML,BEF.020,CW,,,729,,,MEA,
LML,BEF.020,B,,,723,,,MEA,
LML,BEF.020,CW,,,730,,,MEA,
LML,BEF.020,B,,,731,,,MEA,
LML,BEF.020,S,732,733,,,,MEA,
LML,BEF.019,EV,733,749,,3,,MEA,
LML,BEF.019,S,733,744,,4,,MEA,
LML,BEF.019,C,733,744,,1,,MEA,
LML,BEF.019,SV,733,741,,1,,MEA,
LML,BEF.019,CW,,,734,,,MEA,
LML,BEF.019,CW,,,735,,,MEA,
LML,BEF.019,CW,,,736,,,MEA,
LML,BEF.019,CW,,,737,,,MEA,
LML,BEF.019,CW,,,743,,,MEA,
LML,BEF.019,FW,738,744,,1,,MEA,
LML,BEF.019,CW,,,739,,,MEA,
LML,BEF.019,CW,,,740,,,MEA,
LML,BEF.019,CW,,,742,,,MEA,
LML,BEF.019,SV,741,744,,3,,MEA,
LML,BEF.019,S,744,749,,5,,MEA,
LML,BEF.019,FW,745,747,,5,,MEA,
LML,BEF.019,CW,,,746,,,MEA,
LML,BEF.019,CW,,,748,,,MEA,
LML,BEF.017,C,760,761,,4,,MEA,
LML,BEF.017,B,760,761,,3,,MEA,
LML,BEF.017,SV,760,761,,1,,MEA,
LML,BEF.018,SV,749,751,,4,,MEA,
LML,BEF.018,S,749,751,,5,,MEA,
LML,BEF.018,FW,749,753,,1,,MEA,
LML,BEF.018,CW,,,750,,,MEA,
LML,BEF.018,S,751,760,,5,,MEA,
LML,BEF.018,EV,752,754,,1,,MEA,
LML,BEF.018,SV,752,753,,1,,MEA,
LML,BEF.018,SV,753,754,,4,,MEA,
LML,BEF.018,EV,754,755,,4,,MEA,
LML,BEF.018,SV,754,760,,5,,MEA,
LML,BEF.018,FW,756,757,,4,,MEA,
LML,BEF.018,O,756,757,,4,,MEA,
LML,BEF.018,FW,757,760,,2,,MEA,
LML,BEF.018,O,758,760,,1,,MEA,
LML,BEF.018,CW,,,758,,,MEA,
LML,BEF.018,CW,,,759,,,MEA,
LML,BEF.015,SV,775,791,,2,,MEA,
LML,BEF.015,C,775,780,,1,,MEA,
LML,BEF.015,FW,775,780,,1,,MEA,
LML,BEF.015,S,775,780,,4,,MEA,
LML,BEF.015,CW,,,,,,MEA,
LML,BEF.015,C,780,782,,3,,MEA,
LML,BEF.015,FW,780,791,,3,,MEA,
LML,BEF.015,C,782,784,,1,,MEA,
LML,BEF.015,B,,,783,2,,MEA,
