ID,lat,lon,ele,time,name,CreationTime
133,43.679683031514287,-74.93669104,479.131012,2024-06-18T17:27:10Z,0133,2024-06-18T17:27:10Z
134,43.679555039852858,-74.93666497,479.131012,2024-06-18T17:27:43Z,0134,2024-06-18T17:27:43Z
135,43.679517991840839,-74.93668098,479.131012,2024-06-18T17:27:54Z,0135,2024-06-18T17:27:54Z
136,43.679506005719304,-74.93668701,479.131012,2024-06-18T17:27:58Z,0136,2024-06-18T17:27:58Z
137,43.679485972970724,-74.93670001,479.131012,2024-06-18T17:28:04Z,0137,2024-06-18T17:28:04Z
138,43.67947599850595,-74.936713,479.131012,2024-06-18T17:28:08Z,0138,2024-06-18T17:28:08Z
139,43.679385976865888,-74.93678399,479.131012,2024-06-18T17:28:53Z,0139,2024-06-18T17:28:53Z
140,43.679345995187759,-74.93680403,479.131012,2024-06-18T17:29:02Z,0140,2024-06-18T17:29:02Z
141,43.679297966882586,-74.93683303,479.131012,2024-06-18T17:29:16Z,0141,2024-06-18T17:29:16Z
142,43.679253039881587,-74.93684803,479.131012,2024-06-18T17:29:26Z,0142,2024-06-18T17:29:26Z
143,43.679232001304626,-74.93686404,479.131012,2024-06-18T17:29:33Z,0143,2024-06-18T17:29:33Z
144,43.679104009643197,-74.93692297,479.131012,2024-06-18T17:29:56Z,0144,2024-06-18T17:29:56Z
145,43.679074002429843,-74.93688097,479.131012,2024-06-18T17:31:55Z,0145,2024-06-18T17:31:55Z
146,43.678908962756395,-74.93700201,479.131012,2024-06-18T17:33:15Z,0146,2024-06-18T17:33:15Z
147,43.678861018270254,-74.93702103,479.131012,2024-06-18T17:33:27Z,0147,2024-06-18T17:33:27Z
148,43.678798992186785,-74.93702003,479.131012,2024-06-18T17:33:38Z,0148,2024-06-18T17:33:38Z
149,43.678744006901979,-74.93701802,479.20565800000003,2024-06-18T17:33:48Z,0149,2024-06-18T17:33:48Z
150,43.678700001910329,-74.93703403,478.18862899999999,2024-06-18T17:34:00Z,0150,2024-06-18T17:34:00Z
151,43.678459022194147,-74.937102,478.80444299999999,2024-06-18T17:34:38Z,0151,2024-06-18T17:34:38Z
152,43.678414011374116,-74.93709404,478.80444299999999,2024-06-18T17:34:45Z,0152,2024-06-18T17:34:45Z
