"","CC_1","CC_2","LT_1","LT_2","MM_1","MM_2","SMB_1","SMB_2","ST_1","ST_2","WS_1","WS_2"
"2003_BEF.FBL.030",0.00476190476190476,0,0,0,0.00238095238095238,0.00952380952380952,0.0214285714285714,0,0.00476190476190476,0.00714285714285714,0,0
"2003_BEF.FBL.031",0.00448430493273543,0,0,0,0.00224215246636771,0.0358744394618834,0.0179372197309417,0.00448430493273543,0,0.00672645739910314,0.00448430493273543,0
"2003_BEF.FBL.032",0.00125944584382872,0.00125944584382872,0,0,0.00125944584382872,0.0151133501259446,0.0239294710327456,0.00251889168765743,0,0.00125944584382872,0.00125944584382872,0.00125944584382872
"2003_BEF.FBL.033",0.0225921521997622,0,0,0,0.00118906064209275,0.00594530321046373,0,0.00118906064209275,0,0.00237812128418549,0.0249702734839477,0.0130796670630202
"2003_BEF.FBL.034",0.00193423597678917,0,0,0,0.00386847195357834,0.011605415860735,0.02321083172147,0.00580270793036751,0,0.00386847195357834,0.00580270793036751,0.00386847195357834
"2003_BEF.FBL.035",0.0078740157480315,0,0,0,0.0015748031496063,0.015748031496063,0.0015748031496063,0.0047244094488189,0,0.0031496062992126,0.0047244094488189,0.0062992125984252
"2003_BEF.FBL.036",0.00265957446808511,0,0,0,0,0,0.00531914893617021,0.00265957446808511,0,0.0106382978723404,0.00797872340425532,0
"2003_BEF.FBL.037",0.0133928571428571,0.00446428571428571,0,0,0.00223214285714286,0.0111607142857143,0.00446428571428571,0,0,0.00223214285714286,0,0
"2003_BEF.FBL.038",0.00672645739910314,0,0,0,0,0,0.00224215246636771,0.0112107623318386,0,0.00448430493273543,0.00672645739910314,0.00224215246636771
"2003_BEF.FBL.039",0.00386100386100386,0.00386100386100386,0,0,0,0,0.00772200772200772,0.00193050193050193,0,0.00579150579150579,0,0
"2004_BEF.FBL.001",0.039426523297491,0.010752688172043,0,0,0.003584229390681,0.00716845878136201,0.046594982078853,0.017921146953405,0.00716845878136201,0,0.103942652329749,0.00716845878136201
"2004_BEF.FBL.002",0.00558659217877095,0,0,0,0,0,0,0.00558659217877095,0,0,0.00558659217877095,0
"2004_BEF.FBL.003",0.0149253731343284,0.00895522388059702,0,0,0,0,0.00895522388059702,0.00597014925373134,0,0.00298507462686567,0,0
"2004_BEF.FBL.004",0,0.00684931506849315,0,0,0,0,0.0205479452054795,0.0205479452054795,0,0,0,0
"2004_BEF.FBL.005",0.00515463917525773,0.00515463917525773,0,0,0,0.00515463917525773,0.0103092783505155,0,0,0.00515463917525773,0,0
"2004_BEF.FBL.006",0.00614439324116743,0.00768049155145929,0,0,0,0.00153609831029186,0.0476190476190476,0.0122887864823349,0,0,0,0
"2004_BEF.FBL.007",0.0159090909090909,0.00227272727272727,0,0,0,0.00681818181818182,0.0204545454545455,0.00681818181818182,0,0.00227272727272727,0,0.00227272727272727
"2004_BEF.FBL.008",0.00164744645799012,0,0,0,0,0.00329489291598023,0.0181219110378913,0.00823723228995058,0,0.00164744645799012,0,0
"2004_BEF.FBL.009",0,0.00408163265306122,0,0,0,0,0.00408163265306122,0,0.00408163265306122,0.00408163265306122,0.00408163265306122,0
"2004_BEF.FBL.010",0.00269541778975741,0.00808625336927224,0,0,0,0,0.0161725067385445,0.0161725067385445,0,0,0,0
"2004_BEF.FBL.011",0.011441647597254,0,0,0,0,0.0045766590389016,0.0205949656750572,0.0022883295194508,0.0068649885583524,0.0022883295194508,0.0022883295194508,0.0022883295194508
"2004_BEF.FBL.012",0.00982318271119843,0.00589390962671906,0,0,0.0117878192534381,0.00785854616895874,0.0137524557956778,0.00196463654223969,0,0.00196463654223969,0.00196463654223969,0.00196463654223969
"2004_BEF.FBL.013",0.00354609929078014,0.00709219858156028,0,0,0,0.00354609929078014,0.00709219858156028,0.00354609929078014,0,0,0.024822695035461,0.0212765957446809
"2004_BEF.FBL.014",0,0,0,0,0.00282485875706215,0.00282485875706215,0.00847457627118644,0.0169491525423729,0,0,0.00564971751412429,0.00282485875706215
"2004_BEF.FBL.015",0.00547945205479452,0.00547945205479452,0,0,0.00136986301369863,0.00410958904109589,0.00547945205479452,0.00136986301369863,0,0,0.00958904109589041,0.00273972602739726
"2005_BEF.FBL.001",0.036036036036036,0,0,0,0.003003003003003,0.036036036036036,0.042042042042042,0.003003003003003,0.00600600600600601,0.00900900900900901,0.00600600600600601,0.012012012012012
"2005_BEF.FBL.002",0.00353356890459364,0.00353356890459364,0,0,0,0,0,0,0,0.00353356890459364,0.00353356890459364,0
"2005_BEF.FBL.003",0.0158730158730159,0.0198412698412698,0,0,0,0,0.00793650793650794,0,0,0.00396825396825397,0.0198412698412698,0.00396825396825397
"2005_BEF.FBL.004",0.0353982300884956,0.0132743362831858,0,0,0,0,0.0176991150442478,0,0,0,0.0176991150442478,0
"2005_BEF.FBL.005",0.0379310344827586,0.0103448275862069,0,0,0,0.00172413793103448,0.0913793103448276,0,0,0.00172413793103448,0.0448275862068966,0.00689655172413793
"2005_BEF.FBL.006",0.0386178861788618,0.00609756097560976,0,0,0,0.0040650406504065,0.0508130081300813,0.0101626016260163,0,0,0.0284552845528455,0.0101626016260163
