"","rownames","BB","BND","CC","CS","LLS","LT","MM","NF","NRD","PS","RS","RT","RWF","SMB","SS","ST","WS"
"874","2018_BEF.LML.019",0,0,0.0129032258064516,0.0193548387096774,0.0032258064516129,0,0.0032258064516129,0,0,0.0193548387096774,0.0290322580645161,0,0,0.0129032258064516,0.032258064516129,0,0.0225806451612903
"875","2018_BEF.LML.020",0,0,0.00475059382422803,0.0249406175771971,0,0,0,0,0,0.0237529691211401,0.00237529691211401,0,0,0.0391923990498812,0.00237529691211401,0,0.0118764845605701
"876","2018_BEF.LML.021",0,0,0,0.0390946502057613,0,0.00205761316872428,0.00617283950617284,0,0,0.00411522633744856,0.0164609053497942,0,0,0.00411522633744856,0.0164609053497942,0.00205761316872428,0.0123456790123457
"877","2018_BEF.LML.022",0,0,0,0,0,0.0026281208935611,0,0,0,0,0.0275952693823916,0,0,0.0223390275952694,0.00657030223390276,0,0.0026281208935611
"878","2018_BEF.LML.023",0,0,0,0,0.00394632991318074,0.0015785319652723,0.00236779794790845,0,0,0.00236779794790845,0.0931333859510655,0,0,0.00868192580899763,0.00868192580899763,0.000789265982636148,0.000789265982636148
"879","2018_BEF.LML.024",0,0,0,0.00239234449760766,0,0.00478468899521531,0.00956937799043062,0,0,0.0239234449760766,0.0358851674641148,0,0,0.0334928229665072,0.00239234449760766,0.00478468899521531,0.00717703349282297
"880","2018_BEF.LML.025",0,0,0.00599700149925037,0.0134932533733133,0.00449775112443778,0,0.00599700149925037,0,0,0.0209895052473763,0.0119940029985007,0,0,0.0194902548725637,0.00899550224887556,0.00149925037481259,0.0104947526236882
"881","2018_BEF.LML.026",0,0,0.00173010380622837,0.0155709342560554,0.00173010380622837,0,0,0,0,0.0173010380622837,0.00865051903114187,0,0,0.0761245674740484,0,0,0.0173010380622837
"882","2018_BEF.LML.027",0,0,0.0144628099173554,0.0103305785123967,0.00206611570247934,0,0,0,0,0.00413223140495868,0,0,0,0.0330578512396694,0,0,0.00206611570247934
"883","2018_BEF.LML.028",0,0,0.00266666666666667,0.004,0.00133333333333333,0,0.016,0,0,0.00533333333333333,0.004,0,0,0.008,0,0.00133333333333333,0.0413333333333333
"884","2018_BEF.LML.029",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272108843537415,0,0,0.00340136054421769
"885","2018_BEF.LML.030",0,0,0,0,0.000959692898272553,0,0,0,0,0.0143953934740883,0,0,0,0.0595009596928983,0,0,0
"886","2018_BEF.LML.031",0,0,0.00328947368421053,0.000548245614035088,0.00657894736842105,0.000548245614035088,0,0,0,0.00109649122807018,0.0323464912280702,0,0.00109649122807018,0.00383771929824561,0.00657894736842105,0.000548245614035088,0.00274122807017544
"887","2018_BEF.LML.032",0,0,0.0045662100456621,0.0091324200913242,0,0,0,0,0,0,0.0091324200913242,0,0,0.0045662100456621,0.0182648401826484,0,0.0182648401826484
"888","2019_BEF.FBL.001",0,0,0.00754716981132075,0,0,0,0.00377358490566038,0,0,0,0,0,0,0.113207547169811,0,0.00754716981132075,0.0377358490566038
"889","2019_BEF.FBL.002",0,0,0,0,0.00254452926208651,0.00254452926208651,0,0,0,0,0,0,0,0,0,0,0.00254452926208651
"890","2019_BEF.FBL.003",0,0,0,0,0,0.0161290322580645,0,0,0,0,0,0,0,0,0,0,0
"891","2019_BEF.FBL.004",0,0,0,0,0.0075187969924812,0.0075187969924812,0,0,0,0,0,0,0,0.0676691729323308,0,0,0
"892","2019_BEF.FBL.005",0,0,0.0050251256281407,0,0.0050251256281407,0,0,0,0,0,0,0,0,0.115577889447236,0,0,0
"893","2019_BEF.FBL.006",0,0,0,0,0.00293255131964809,0,0,0,0,0,0,0,0,0.0850439882697947,0,0.00293255131964809,0
"894","2019_BEF.FBL.007",0,0,0.00579150579150579,0,0,0.00386100386100386,0.00386100386100386,0,0,0,0,0,0,0.0810810810810811,0,0,0
"895","2019_BEF.FBL.008",0,0,0,0,0,0,0,0,0,0,0,0,0,0.15014164305949,0,0,0
"896","2019_BEF.FBL.009",0,0,0.0145631067961165,0,0,0,0.00970873786407767,0,0,0,0,0,0,0.00485436893203883,0,0,0
"897","2019_BEF.FBL.010",0,0,0,0,0.0120481927710843,0,0,0,0,0,0,0,0,0.00602409638554217,0,0,0
"898","2019_BEF.FBL.011",0,0,0.00302114803625378,0,0,0,0.00906344410876133,0,0,0,0,0,0,0.0241691842900302,0,0.00302114803625378,0
"899","2019_BEF.FBL.012",0,0,0.00297619047619048,0,0,0,0.0148809523809524,0,0,0,0,0,0,0.0208333333333333,0,0,0
"900","2019_BEF.FBL.013",0,0,0,0,0,0.00655737704918033,0.00327868852459016,0,0,0,0,0,0,0.00327868852459016,0,0.00327868852459016,0.00327868852459016
"901","2019_BEF.FBL.014",0,0,0.00655737704918033,0,0,0,0.00327868852459016,0,0,0,0,0,0,0.00655737704918033,0,0.00327868852459016,0.00327868852459016
"902","2019_BEF.FBL.015",0,0,0.00268817204301075,0,0.00268817204301075,0.00268817204301075,0.00537634408602151,0,0,0,0,0,0,0.00716845878136201,0,0.003584229390681,0
"903","2019_BEF.LML.001",0,0,0,0,0,0,0,0,0,0.0337477797513321,0.0088809946714032,0,0,0.0834813499111901,0.0106571936056838,0,0.00177619893428064
"904","2019_BEF.LML.002",0,0,0,0,0,0.00242718446601942,0,0,0,0.00364077669902913,0.0728155339805825,0,0,0.00728155339805825,0.0157766990291262,0,0.00121359223300971
"905","2019_BEF.LML.003",0,0,0,0,0,0.000693481276005548,0,0,0,0.000693481276005548,0.0013869625520111,0,0,0.0381414701803051,0.00554785020804438,0,0
"906","2019_BEF.LML.004",0,0,0,0,0,0.000982318271119843,0,0,0,0.00294695481335953,0.0265225933202358,0,0,0.000982318271119843,0.0068762278978389,0,0
"907","2019_BEF.LML.005",0,0,0.00669642857142857,0.0145089285714286,0,0.00111607142857143,0.0078125,0,0,0.0658482142857143,0.00669642857142857,0,0,0.0424107142857143,0.00111607142857143,0.00111607142857143,0.00669642857142857
"908","2019_BEF.LML.006",0,0,0.00289017341040462,0,0,0.00144508670520231,0,0,0,0.0173410404624277,0.00433526011560694,0,0,0.111271676300578,0.00722543352601156,0,0.00578034682080925
"909","2019_BEF.LML.007",0,0,0,0,0,0.00136239782016349,0,0,0,0.00136239782016349,0.00136239782016349,0,0,0.050408719346049,0.0136239782016349,0.00136239782016349,0.00136239782016349
"910","2019_BEF.LML.008",0,0,0,0,0,0,0,0,0,0.00431034482758621,0,0,0,0.0301724137931034,0.0301724137931034,0,0
"911","2019_BEF.LML.009",0,0,0,0,0.00152671755725191,0.00305343511450382,0,0,0,0.00152671755725191,0.00152671755725191,0,0,0.0595419847328244,0.00763358778625954,0,0
"912","2019_BEF.LML.010",0,0,0.00296442687747036,0.00592885375494071,0,0,0,0,0,0.0197628458498024,0.00197628458498024,0,0,0.102766798418972,0.00296442687747036,0,0.00296442687747036
"913","2019_BEF.LML.011",0,0,0,0,0,0,0.00201207243460765,0,0,0.0221327967806841,0.00201207243460765,0,0,0.0885311871227364,0.00402414486921529,0,0.00603621730382294
"914","2019_BEF.LML.012",0,0,0.00522648083623693,0,0.00174216027874564,0,0,0,0,0,0.0731707317073171,0,0,0.0174216027874564,0.00348432055749129,0,0.00871080139372822
"915","2019_BEF.LML.013",0,0,0,0,0,0.0025974025974026,0,0,0,0.0181818181818182,0,0,0,0.0597402597402597,0.0155844155844156,0,0.0025974025974026
"916","2019_BEF.LML.014",0,0,0,0.0189982728842832,0,0,0,0,0,0.0276338514680484,0.00172711571675302,0,0,0.0604490500863558,0.00345423143350604,0,0.0293609671848014
"917","2019_BEF.LML.015",0,0,0,0.00735294117647059,0,0,0,0,0,0.0220588235294118,0,0,0,0.0772058823529412,0.00367647058823529,0,0.0294117647058824
"918","2019_BEF.LML.016",0,0,0,0,0,0,0,0,0,0.0119521912350598,0.00796812749003984,0,0,0.0278884462151394,0,0,0.00398406374501992
"919","2019_BEF.LML.017",0,0,0.00110619469026549,0,0,0,0,0,0,0.00221238938053097,0.00884955752212389,0,0,0.0464601769911504,0,0,0.00884955752212389
"920","2019_BEF.LML.018",0,0,0,0.00460829493087558,0,0.00230414746543779,0.00230414746543779,0,0,0,0.0737327188940092,0,0,0.0115207373271889,0.00460829493087558,0,0
"921","2019_BEF.LML.019",0,0,0.00498753117206983,0.00997506234413965,0,0.00748129675810474,0,0,0,0.0548628428927681,0.0748129675810474,0,0,0.0149625935162095,0.0124688279301746,0.00249376558603491,0
"922","2019_BEF.LML.020",0,0.00139275766016713,0.00974930362116992,0.0459610027855153,0,0,0,0,0,0.0236768802228412,0.00835654596100279,0,0,0.0752089136490251,0.00139275766016713,0.00139275766016713,0.00835654596100279
"923","2019_BEF.LML.021",0,0,0.015625,0.0245535714285714,0.00223214285714286,0.00223214285714286,0,0,0,0.00446428571428571,0.0513392857142857,0,0,0,0,0,0.00446428571428571
"924","2019_BEF.LML.022",0,0,0,0,0.00136239782016349,0.00136239782016349,0.00136239782016349,0,0,0.00272479564032698,0.0217983651226158,0,0,0.0231607629427793,0.00544959128065395,0,0
"925","2019_BEF.LML.023",0,0,0,0,0,0.00328677074774034,0.00328677074774034,0,0,0.00493015612161052,0.0115036976170912,0,0.00164338537387017,0.0180772391125719,0.00739523418241578,0,0.000821692686935086
"926","2019_BEF.LML.024",0,0,0.00173010380622837,0.00519031141868512,0.00346020761245675,0.00173010380622837,0.00865051903114187,0,0,0.0155709342560554,0.00173010380622837,0,0,0.0778546712802768,0.00173010380622837,0,0.00346020761245675
"927","2019_BEF.LML.025",0,0,0.00346820809248555,0.0046242774566474,0.0023121387283237,0,0.0069364161849711,0,0,0.0358381502890173,0.0023121387283237,0,0,0.0485549132947977,0.00346820809248555,0.0023121387283237,0.0046242774566474
"928","2019_BEF.LML.026",0,0,0.00146412884333821,0.00146412884333821,0,0.00292825768667643,0,0,0,0.00878477306002928,0.0761346998535871,0,0,0.0878477306002928,0,0,0.0146412884333821
"929","2019_BEF.LML.027",0,0,0.00162074554294976,0.00486223662884927,0,0,0.00162074554294976,0,0,0.0453808752025932,0,0,0,0.0810372771474878,0,0.00162074554294976,0
"930","2019_BEF.LML.028",0,0,0.00345224395857307,0.00115074798619102,0.00115074798619102,0.00115074798619102,0.0126582278481013,0,0,0.0126582278481013,0.00805523590333717,0,0,0.0218642117376295,0.00115074798619102,0,0.0138089758342923
"931","2019_BEF.LML.029",0,0,0,0,0,0,0,0,0,0,0.00421940928270042,0,0,0.122362869198312,0,0,0
"932","2019_BEF.LML.030",0,0,0.000831255195344971,0,0,0,0,0,0,0.00997506234413965,0.00249376558603491,0,0,0.190357439733998,0.000831255195344971,0,0.000831255195344971
"933","2019_BEF.LML.031",0,0,0.000496277915632754,0.000992555831265509,0.00148883374689826,0.000496277915632754,0.00148883374689826,0,0,0,0.030272952853598,0,0.000496277915632754,0.0173697270471464,0.00248138957816377,0.000496277915632754,0.00148883374689826
"934","2019_BEF.LML.032",0,0.00325732899022801,0.0130293159609121,0.0162866449511401,0,0,0,0,0,0,0.104234527687296,0,0,0.0325732899022801,0.00977198697068404,0,0
"935","2021_BEF.FBL.001",0,0,0.00643086816720257,0,0.00321543408360129,0,0.00321543408360129,0,0,0,0,0,0,0.112540192926045,0,0.0289389067524116,0
"936","2021_BEF.FBL.002",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00775193798449612,0,0.00775193798449612,0.020671834625323
"937","2021_BEF.FBL.003",0,0,0,0,0.00900900900900901,0,0.0225225225225225,0,0,0,0,0,0,0.036036036036036,0,0.027027027027027,0.0045045045045045
"938","2021_BEF.FBL.004",0,0,0,0,0.0158730158730159,0,0,0,0,0,0,0,0,0.0952380952380952,0,0.00793650793650794,0
"939","2021_BEF.FBL.005",0,0,0,0,0.00421940928270042,0,0,0,0,0,0,0,0,0.0928270042194093,0,0.00843881856540084,0
"940","2021_BEF.FBL.006",0,0,0.00291545189504373,0,0.00291545189504373,0.00583090379008746,0.00291545189504373,0,0,0,0,0,0,0.0641399416909621,0,0.00291545189504373,0
"941","2021_BEF.FBL.007",0,0,0,0,0,0,0.00394477317554241,0,0,0,0,0,0,0.0414201183431953,0,0.0019723865877712,0.00394477317554241
"942","2021_BEF.FBL.008",0,0,0,0,0.0056657223796034,0.0028328611898017,0,0,0,0,0,0,0,0.0793201133144476,0,0,0
"943","2021_BEF.FBL.009",0,0,0.00454545454545455,0,0.00909090909090909,0.00909090909090909,0.0181818181818182,0,0,0,0,0,0,0.0181818181818182,0,0.0136363636363636,0
"944","2021_BEF.FBL.010",0,0,0,0,0.00380228136882129,0.00380228136882129,0,0,0,0,0,0,0,0.0456273764258555,0,0.00380228136882129,0
"945","2021_BEF.FBL.011",0,0,0,0,0.00687285223367698,0,0,0,0,0,0,0,0,0.0206185567010309,0,0.0171821305841924,0
"946","2021_BEF.FBL.012",0,0,0,0,0,0,0.0231884057971014,0,0,0,0,0,0,0.0202898550724638,0,0,0
"947","2021_BEF.FBL.013",0,0,0.00571428571428571,0,0.00285714285714286,0.00571428571428571,0.0171428571428571,0,0,0,0,0,0,0.00571428571428571,0,0,0.00285714285714286
"948","2021_BEF.FBL.014",0,0,0,0,0,0,0.0159574468085106,0,0,0,0,0,0,0.0319148936170213,0,0.00531914893617021,0
"949","2021_BEF.FBL.015",0,0,0.00625,0,0.0025,0,0.01625,0,0,0,0,0,0,0.01125,0,0.0025,0
"950","2021_BEF.LML.001",0,0,0,0,0,0,0,0,0,0.0421286031042129,0,0,0,0.0620842572062084,0.00665188470066519,0.00221729490022173,0
"951","2021_BEF.LML.002",0,0,0,0,0,0.00146627565982405,0,0,0,0.0146627565982405,0.0703812316715543,0,0,0.00586510263929619,0.00293255131964809,0,0
"952","2021_BEF.LML.003",0,0,0,0,0,0,0,0,0,0.00145137880986938,0.0101596516690856,0,0,0.0290275761973875,0.0203193033381713,0,0
"953","2021_BEF.LML.004",0,0,0,0,0,0.00493827160493827,0,0,0,0.0160493827160494,0.0493827160493827,0,0,0.00617283950617284,0,0.00123456790123457,0.00123456790123457
"954","2021_BEF.LML.005",0.000866551126516464,0,0.00433275563258232,0.000866551126516464,0,0,0.00173310225303293,0,0,0.0649913344887348,0.011265164644714,0,0,0.0233968804159445,0.00519930675909879,0.00606585788561525,0.00519930675909879
"955","2021_BEF.LML.006",0,0,0,0,0,0,0,0,0,0.00671140939597315,0.00335570469798658,0,0,0.0453020134228188,0.011744966442953,0.00503355704697987,0
"956","2021_BEF.LML.007",0,0,0,0,0,0.00348027842227378,0,0,0,0.00232018561484919,0.0464037122969838,0,0,0.0185614849187935,0.00928074245939675,0.00116009280742459,0
"957","2021_BEF.LML.008",0,0,0,0,0,0.012,0,0,0,0.008,0.048,0,0,0.02,0.012,0.004,0.008
"958","2021_BEF.LML.009",0,0,0.00111856823266219,0.00111856823266219,0.00111856823266219,0.00559284116331096,0,0,0,0.00894854586129754,0.00559284116331096,0,0,0.0212527964205817,0.0178970917225951,0.00111856823266219,0.00447427293064877
"959","2021_BEF.LML.010",0,0,0.00383877159309021,0.00191938579654511,0.00191938579654511,0,0,0,0,0.0479846449136276,0.00479846449136276,0,0,0.0633397312859885,0.00383877159309021,0,0.00191938579654511
"960","2021_BEF.LML.011",0,0,0,0,0.00175438596491228,0.00175438596491228,0,0,0,0.012280701754386,0,0,0,0.0719298245614035,0.00350877192982456,0,0
"961","2021_BEF.LML.012",0,0,0,0,0,0.00206611570247934,0,0,0,0.012396694214876,0.0702479338842975,0,0,0.0206611570247934,0.012396694214876,0,0.0103305785123967
"962","2021_BEF.LML.013",0,0,0,0,0.00259067357512953,0,0,0,0,0.0284974093264249,0.0207253886010363,0,0,0.0440414507772021,0.0155440414507772,0,0.00259067357512953
"963","2021_BEF.LML.014",0,0,0,0.00531914893617021,0,0,0,0,0,0.0106382978723404,0,0,0,0.0372340425531915,0.0265957446808511,0,0.0106382978723404
"964","2021_BEF.LML.015",0,0,0,0,0,0,0,0,0,0.0348432055749129,0.00348432055749129,0,0,0.0348432055749129,0,0,0.00696864111498258
"965","2021_BEF.LML.016",0,0,0,0,0,0,0,0,0,0.0171428571428571,0,0,0,0.0228571428571429,0.00571428571428571,0,0
"966","2021_BEF.LML.017",0,0,0,0,0,0,0,0,0,0.00594530321046373,0,0,0,0.0356718192627824,0.00713436385255648,0,0.00237812128418549
"967","2021_BEF.LML.018",0,0,0.0029673590504451,0.00890207715133531,0,0,0.00890207715133531,0,0,0.056379821958457,0,0,0,0.0207715133531157,0,0,0.0237388724035608
"968","2021_BEF.LML.019",0,0,0,0,0,0,0,0,0,0.100806451612903,0.0120967741935484,0,0,0.0161290322580645,0,0.00403225806451613,0.00806451612903226
"969","2021_BEF.LML.020",0,0,0,0,0,0,0,0,0,0.0464646464646465,0.00404040404040404,0,0,0.0585858585858586,0.00404040404040404,0,0.00606060606060606
"970","2021_BEF.LML.021",0,0,0,0,0,0,0.00235849056603774,0,0,0.0283018867924528,0.106132075471698,0,0,0.00471698113207547,0.00471698113207547,0,0.0212264150943396
"971","2021_BEF.LML.022",0,0,0,0,0,0,0,0,0,0.00635593220338983,0.125,0,0,0.0169491525423729,0.00529661016949153,0,0.0127118644067797
"972","2021_BEF.LML.023",0,0,0,0,0.000914913083257091,0,0.00182982616651418,0,0,0.0182982616651418,0.05032021957914,0,0,0.0228728270814273,0.00914913083257091,0,0.00182982616651418
"973","2021_BEF.LML.024",0,0,0.00601202404809619,0,0,0,0.00601202404809619,0,0,0.0240480961923848,0,0,0,0.0440881763527054,0.00601202404809619,0,0.00400801603206413
"974","2021_BEF.LML.025",0,0,0.0027027027027027,0,0,0.00135135135135135,0,0,0,0.0581081081081081,0,0,0,0.0297297297297297,0.0148648648648649,0,0.0027027027027027
"975","2021_BEF.LML.026",0,0,0,0,0,0,0,0,0,0.0365535248041775,0,0,0,0.0600522193211488,0.00522193211488251,0,0.00522193211488251
"976","2021_BEF.LML.027",0,0,0,0,0,0,0,0,0,0.0530120481927711,0,0,0,0.0433734939759036,0.00240963855421687,0,0.00240963855421687
"977","2021_BEF.LML.028",0,0,0,0.00166389351081531,0,0.00166389351081531,0.00831946755407654,0,0,0.0399334442595674,0.00166389351081531,0,0,0.00831946755407654,0.00166389351081531,0,0.0133111480865225
"978","2021_BEF.LML.029",0,0,0,0,0,0,0,0,0,0.00419287211740042,0.00419287211740042,0,0,0.0649895178197065,0.00419287211740042,0,0
"979","2021_BEF.LML.030",0,0,0,0,0.000965250965250965,0,0,0,0,0,0.0144787644787645,0,0,0.0588803088803089,0.00193050193050193,0,0.000965250965250965
"980","2021_BEF.LML.031",0,0,0,0,0,0,0.00348027842227378,0,0,0.0127610208816705,0.0104408352668213,0,0,0.0185614849187935,0.0121809744779582,0,0.00348027842227378
"981","2021_BEF.LML.032",0,0,0,0,0,0,0,0,0,0.0135746606334842,0.0904977375565611,0,0,0.00452488687782805,0,0.00452488687782805,0
"982","2022_BEF.FBL.001",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871794871794872,0,0,0.00512820512820513
"983","2022_BEF.FBL.002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00630914826498423,0.00315457413249211
"984","2022_BEF.FBL.003",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769230769230769,0,0.0153846153846154,0
"985","2022_BEF.FBL.004",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153846153846154,0,0,0
"986","2022_BEF.FBL.005",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129310344827586,0,0,0
"987","2022_BEF.FBL.006",0,0,0,0,0,0,0,0,0,0,0,0,0,0.046875,0,0,0
"988","2022_BEF.FBL.007",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297619047619048,0,0.00595238095238095,0.00297619047619048
"989","2022_BEF.FBL.008",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282685512367491,0,0.00353356890459364,0
"990","2022_BEF.FBL.009",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0.00625
"991","2022_BEF.FBL.010",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377358490566038,0,0,0.00471698113207547
"992","2022_BEF.FBL.011",0,0,0,0,0,0,0.00884955752212389,0,0,0,0,0,0,0.0265486725663717,0,0,0.00294985250737463
"993","2022_BEF.FBL.012",0,0,0,0,0,0,0.0124069478908189,0,0,0,0,0,0,0.0397022332506203,0,0,0.00496277915632754
"994","2022_BEF.FBL.013",0,0,0,0,0,0,0.00359712230215827,0,0,0,0,0,0,0.00359712230215827,0,0,0.00719424460431655
"995","2022_BEF.FBL.014",0,0,0,0,0,0,0.025,0,0,0,0,0,0,0.0178571428571429,0,0.00357142857142857,0.00357142857142857
"996","2022_BEF.FBL.015",0,0,0,0,0,0,0.0154559505409583,0,0,0,0,0,0,0.0170015455950541,0,0.00154559505409583,0.00154559505409583
"997","2022_BEF.LML.001",0,0,0,0,0,0,0,0,0,0.0572519083969466,0.00381679389312977,0,0,0.106870229007634,0,0,0.00381679389312977
"998","2022_BEF.LML.002",0,0,0,0,0,0,0,0,0,0.0058252427184466,0.0194174757281553,0,0,0.00388349514563107,0,0,0
"999","2022_BEF.LML.003",0,0,0,0,0,0,0,0,0,0,0.00235294117647059,0,0,0.0588235294117647,0.00235294117647059,0,0.00235294117647059
"1000","2022_BEF.LML.004",0,0,0,0.00130718954248366,0,0,0,0,0,0.00915032679738562,0.0183006535947712,0,0,0.00130718954248366,0,0,0.00261437908496732
"1001","2022_BEF.LML.005",0,0,0.0125673249551167,0.0179533213644524,0,0,0.00897666068222621,0,0,0.0897666068222621,0,0,0,0.0368043087971275,0,0,0.00448833034111311
"1002","2022_BEF.LML.006",0,0,0,0,0,0,0,0,0,0.0129589632829374,0,0,0,0.0691144708423326,0,0,0
"1003","2022_BEF.LML.007",0.00131061598951507,0,0,0,0.00131061598951507,0,0,0,0,0.0104849279161206,0,0,0,0.0235910878112713,0.00524246395806029,0,0.00131061598951507
"1004","2022_BEF.LML.008",0,0,0,0,0,0,0,0,0,0.00446428571428571,0,0,0,0.0223214285714286,0.0178571428571429,0,0
"1005","2022_BEF.LML.009",0,0,0,0,0.00130208333333333,0.00130208333333333,0,0,0,0.0208333333333333,0.00130208333333333,0,0,0.0533854166666667,0.00390625,0,0.00260416666666667
"1006","2022_BEF.LML.010",0,0,0,0.0156521739130435,0,0,0,0,0,0.0591304347826087,0,0,0,0.0947826086956522,0.000869565217391304,0,0.00347826086956522
"1007","2022_BEF.LML.011",0.00176056338028169,0,0,0,0,0,0,0,0,0.022887323943662,0,0,0,0.0774647887323944,0,0,0.00176056338028169
"1008","2022_BEF.LML.012",0,0,0,0,0,0,0,0,0,0.0106100795755968,0.00530503978779841,0,0,0.0318302387267905,0.00530503978779841,0,0.00530503978779841
"1009","2022_BEF.LML.013",0,0,0,0,0,0.00393700787401575,0,0,0,0.0078740157480315,0.015748031496063,0,0,0.0590551181102362,0.0078740157480315,0,0
"1010","2022_BEF.LML.014",0,0,0,0.00985221674876847,0.00246305418719212,0,0,0,0,0.0738916256157636,0,0,0,0.061576354679803,0,0,0.00985221674876847
"1011","2022_BEF.LML.015",0,0,0,0.0118694362017804,0,0,0,0,0,0.109792284866469,0,0,0,0.0919881305637982,0,0,0
"1012","2022_BEF.LML.016",0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0.0795454545454545,0,0,0.00568181818181818
"1013","2022_BEF.LML.017",0,0,0,0,0.000878734622144112,0.000878734622144112,0,0,0,0.0140597539543058,0,0,0,0.0395430579964851,0.000878734622144112,0,0.00439367311072056
"1014","2022_BEF.LML.018",0,0,0.0028328611898017,0.0368271954674221,0,0,0.0028328611898017,0,0,0.0708215297450425,0.0028328611898017,0,0,0.0226628895184136,0,0.0084985835694051,0.0198300283286119
"1015","2022_BEF.LML.019",0,0,0.00813008130081301,0.0284552845528455,0,0,0,0,0,0.0487804878048781,0.00813008130081301,0,0,0.0040650406504065,0.0040650406504065,0.016260162601626,0
"1016","2022_BEF.LML.020",0,0,0,0.00160771704180064,0,0,0,0,0,0.0160771704180064,0,0,0,0.0771704180064309,0.00964630225080386,0.00160771704180064,0.00482315112540193
"1017","2022_BEF.LML.021",0,0,0.00273224043715847,0.00546448087431694,0,0,0.00546448087431694,0,0,0.0109289617486339,0.0136612021857923,0,0,0.00819672131147541,0.00819672131147541,0,0.0163934426229508
"1018","2022_BEF.LML.022",0,0,0,0,0,0.0015220700152207,0,0,0,0.0045662100456621,0.0076103500761035,0,0,0.0121765601217656,0.0045662100456621,0,0.0060882800608828
"1019","2022_BEF.LML.023",0,0,0.00359066427289048,0,0.00269299820466786,0,0.000897666068222621,0,0,0.0107719928186715,0.00359066427289048,0,0,0.0179533213644524,0.00538599640933573,0.00179533213644524,0.00269299820466786
"1020","2022_BEF.LML.024",0,0,0.00224719101123596,0.00224719101123596,0,0,0.0112359550561798,0,0,0.0202247191011236,0,0,0,0.0426966292134831,0.00224719101123596,0.00449438202247191,0.00224719101123596
"1021","2022_BEF.LML.025",0,0,0.00794701986754967,0,0.00132450331125828,0,0.00662251655629139,0,0,0.0635761589403974,0,0,0,0.0317880794701987,0.00132450331125828,0.00132450331125828,0
"1022","2022_BEF.LML.026",0,0,0,0.00383141762452107,0,0,0.00191570881226054,0,0,0.0478927203065134,0,0,0,0.0517241379310345,0.00191570881226054,0,0
"1023","2022_BEF.LML.027",0.00208768267223382,0,0,0.00417536534446764,0,0,0,0,0,0.129436325678497,0,0,0,0.0459290187891441,0.00417536534446764,0,0
"1024","2022_BEF.LML.028",0.00133511348464619,0,0.00534045393858478,0.0106809078771696,0,0,0.00400534045393859,0,0,0.0347129506008011,0.00400534045393859,0,0,0.0173564753004005,0.00133511348464619,0,0.00267022696929239
"1025","2022_BEF.LML.029",0,0,0,0,0.00187617260787992,0,0,0,0,0.00562851782363977,0.0112570356472795,0,0,0.101313320825516,0.00375234521575985,0,0
"1026","2022_BEF.LML.030",0,0,0,0,0,0,0,0,0,0.0317919075144509,0.00289017341040462,0,0,0.101878612716763,0,0,0.000722543352601156
"1027","2022_BEF.LML.031",0,0,0.0017472335468841,0.0017472335468841,0.0005824111822947,0,0.0017472335468841,0,0,0.0122306348281887,0.0093185789167152,0,0,0.0099009900990099,0.0110658124635993,0.0005824111822947,0.0034944670937682
"1028","2022_BEF.LML.032",0,0,0.0119760479041916,0,0,0,0,0,0,0.00598802395209581,0.00598802395209581,0,0,0.0119760479041916,0.0179640718562874,0,0.00598802395209581
