"","BB_1","BB_2","CC_1","CC_2","CS_1","CS_2","LT_1","LT_2","MM_1","MM_2","PS_1","PS_2","RS_1","RS_2","RWF_2","SMB_1","SMB_2","SS_1","SS_2","WS_1","WS_2"
"2017_BEF.LML.003",0,0,0,0,0,0,0,0,0,0,0.00116144018583043,0.00116144018583043,0.00580720092915215,0,0,0.0580720092915215,0.032520325203252,0,0.0139372822299652,0,0.00116144018583043
"2017_BEF.LML.004",0,0,0,0,0,0,0,0.000686341798215511,0,0,0.00411805078929307,0,0.0350034317089911,0,0,0,0.00274536719286205,0.00137268359643102,0.00137268359643102,0,0.000686341798215511
"2017_BEF.LML.005",0,0,0.00393700787401575,0,0.0078740157480315,0,0,0,0.000984251968503937,0.00393700787401575,0.0659448818897638,0.000984251968503937,0.000984251968503937,0,0,0.00885826771653543,0.0196850393700787,0.00393700787401575,0.00590551181102362,0,0.00295275590551181
"2017_BEF.LML.006",0,0,0.00126103404791929,0,0,0,0.00252206809583859,0.00126103404791929,0,0,0.0365699873896595,0.00252206809583859,0,0,0,0.0277427490542245,0.0441361916771753,0,0.0113493064312736,0,0
"2017_BEF.LML.007",0,0,0.00139275766016713,0,0,0,0,0,0,0,0.011142061281337,0,0,0,0,0.0306406685236769,0.0278551532033426,0.00139275766016713,0.00974930362116992,0,0
"2017_BEF.LML.008",0,0,0.00343642611683849,0,0,0,0,0.00343642611683849,0,0,0.00687285223367698,0.00343642611683849,0,0,0,0.0343642611683849,0.00687285223367698,0.0103092783505155,0.00687285223367698,0,0
"2017_BEF.LML.009",0,0,0,0,0,0,0,0.001998001998002,0,0,0.026973026973027,0.010989010989011,0,0,0,0.024975024975025,0.025974025974026,0.000999000999000999,0.010989010989011,0,0
"2017_BEF.LML.010",0,0,0,0,0,0,0.00239425379090184,0,0,0.000798084596967279,0.0335195530726257,0.00798084596967279,0,0,0,0.0422984836392658,0.0263367916999202,0.00159616919393456,0.00159616919393456,0,0
"2017_BEF.LML.011",0,0,0,0,0,0,0,0,0,0,0.0310734463276836,0.00988700564971751,0,0,0,0.0480225988700565,0.0437853107344633,0,0.00282485875706215,0,0
"2017_BEF.LML.012",0,0,0.00301204819277108,0.00301204819277108,0,0,0.00301204819277108,0.00301204819277108,0,0,0,0,0,0,0,0.0120481927710843,0.00301204819277108,0.00301204819277108,0.0120481927710843,0,0
"2017_BEF.LML.013",0,0,0,0,0,0,0,0,0,0,0.0234741784037559,0.00469483568075117,0.00938967136150235,0,0,0.0234741784037559,0.0234741784037559,0,0,0,0
"2017_BEF.LML.014",0,0,0,0,0,0,0.00173010380622837,0,0,0,0.055363321799308,0,0,0,0,0.0449826989619377,0.0224913494809689,0,0.0069204152249135,0,0.0121107266435986
"2017_BEF.LML.015",0,0,0,0,0,0,0,0,0,0,0.0575757575757576,0,0,0,0,0.0757575757575758,0.0242424242424242,0,0,0,0.0151515151515152
"2017_BEF.LML.016",0,0,0,0,0,0,0,0,0,0,0.0213675213675214,0,0,0,0,0.0726495726495727,0.00854700854700855,0,0,0,0.00427350427350427
"2017_BEF.LML.017",0,0,0,0,0,0,0,0.00142247510668563,0,0,0.0128022759601707,0.00142247510668563,0.00142247510668563,0,0,0.0199146514935989,0.027027027027027,0.00142247510668563,0,0,0
"2017_BEF.LML.018",0,0,0,0,0.00833333333333333,0,0,0,0.0111111111111111,0.00277777777777778,0.0611111111111111,0.00277777777777778,0,0,0,0.00833333333333333,0.00555555555555556,0.00277777777777778,0.00555555555555556,0,0.00833333333333333
"2017_BEF.LML.019",0,0,0.00699300699300699,0.00699300699300699,0.0174825174825175,0,0,0,0,0,0.041958041958042,0.0034965034965035,0.00699300699300699,0,0,0.013986013986014,0,0.00699300699300699,0.020979020979021,0,0
"2017_BEF.LML.020",0,0,0.00154798761609907,0.00309597523219814,0.0123839009287926,0.00619195046439629,0,0,0,0,0.0712074303405573,0,0,0,0,0.0294117647058824,0.0108359133126935,0.00154798761609907,0.00464396284829721,0,0.00309597523219814
"2017_BEF.LML.021",0,0,0,0,0.0198019801980198,0.00742574257425743,0,0,0,0.00742574257425743,0.0717821782178218,0,0.0123762376237624,0,0,0,0.00247524752475248,0.00495049504950495,0,0,0.00247524752475248
"2017_BEF.LML.022",0,0,0,0,0.00253807106598985,0,0.00126903553299492,0,0,0,0.00253807106598985,0,0.00253807106598985,0,0,0.0177664974619289,0.00888324873096447,0.00888324873096447,0.00888324873096447,0,0.00380710659898477
"2017_BEF.LML.023",0,0,0,0.00104931794333683,0,0,0.00104931794333683,0,0.00734522560335782,0.00419727177334732,0.0251836306400839,0.00104931794333683,0,0.00104931794333683,0.00629590766002099,0.00944386149003148,0.0104931794333683,0.00314795383001049,0.00314795383001049,0,0.00104931794333683
"2017_BEF.LML.024",0,0,0.00229357798165138,0.00229357798165138,0.00229357798165138,0.00229357798165138,0,0,0,0.00229357798165138,0.0252293577981651,0,0,0,0,0.0321100917431193,0.0298165137614679,0,0,0,0
"2017_BEF.LML.025",0,0,0,0.00271370420624152,0,0,0,0,0.00135685210312076,0.00135685210312076,0.0583446404341927,0.00135685210312076,0,0,0,0.0108548168249661,0.0149253731343284,0.00271370420624152,0.00135685210312076,0,0.00542740841248304
"2017_BEF.LML.026",0,0,0.00165837479270315,0.00165837479270315,0.0033167495854063,0,0,0,0,0,0.0298507462686567,0.00165837479270315,0,0,0,0.00995024875621891,0.0514096185737977,0,0,0.00165837479270315,0
"2017_BEF.LML.027",0,0,0,0,0.00440528634361234,0,0,0,0,0.00220264317180617,0.0770925110132159,0,0,0,0,0.0242290748898678,0.0110132158590308,0,0,0,0.00220264317180617
"2017_BEF.LML.028",0,0,0,0,0.0029585798816568,0,0.0029585798816568,0,0.0014792899408284,0.0029585798816568,0.0384615384615385,0.0029585798816568,0.00443786982248521,0,0,0.00739644970414201,0,0,0.0029585798816568,0,0.00887573964497041
"2017_BEF.LML.029",0,0,0,0,0,0,0,0,0,0,0.00985221674876847,0,0,0,0,0.0862068965517241,0.041871921182266,0,0,0,0
"2017_BEF.LML.030",0,0,0,0,0,0,0,0,0,0,0.0137857900318134,0.0031813361611877,0.00106044538706257,0,0,0.0752916224814422,0.0742311770943796,0,0,0,0
"2017_BEF.LML.031",0,0,0,0,0,0,0,0.000529941706412295,0,0.00105988341282459,0.0153683094859565,0,0.00158982511923688,0,0.00158982511923688,0.00635930047694754,0.00582935877053524,0.00158982511923688,0.00529941706412295,0,0.00211976682564918
"2017_BEF.LML.032",0,0,0,0,0.0127388535031847,0,0,0,0,0,0.035031847133758,0.00318471337579618,0.00318471337579618,0,0,0.0222929936305732,0.0127388535031847,0.00318471337579618,0,0,0
"2018_BEF.LML.001",0,0.00192307692307692,0,0,0,0,0,0.00576923076923077,0,0,0.0596153846153846,0.0269230769230769,0.00769230769230769,0,0,0.0384615384615385,0.0480769230769231,0.00192307692307692,0.0211538461538462,0,0
"2018_BEF.LML.002",0,0,0,0,0,0,0,0.00143266475644699,0,0,0.00143266475644699,0,0.0616045845272206,0.00716332378223496,0,0.00143266475644699,0,0,0.0100286532951289,0,0
"2018_BEF.LML.003",0,0,0,0,0,0,0.00437956204379562,0,0,0,0.00145985401459854,0,0.0116788321167883,0,0,0.037956204379562,0.00145985401459854,0.00291970802919708,0.00875912408759124,0.00145985401459854,0
"2018_BEF.LML.004",0,0,0.000802568218298555,0.000802568218298555,0,0,0.00160513643659711,0.00401284109149278,0,0,0.00240770465489567,0,0.0136436597110754,0.00240770465489567,0,0.00240770465489567,0.00401284109149278,0.000802568218298555,0.00802568218298555,0.000802568218298555,0.000802568218298555
"2018_BEF.LML.005",0,0.000796178343949045,0.00955414012738853,0.000796178343949045,0.0159235668789809,0,0,0,0.00477707006369427,0.0119426751592357,0.035031847133758,0.00318471337579618,0.00477707006369427,0,0,0.0222929936305732,0.00796178343949045,0.000796178343949045,0.00636942675159236,0.00477707006369427,0.00398089171974522
"2018_BEF.LML.006",0,0,0,0,0,0,0,0,0,0,0.0466200466200466,0.00932400932400932,0,0,0,0.0384615384615385,0.0477855477855478,0.00116550116550117,0.00699300699300699,0.00116550116550117,0.00233100233100233
"2018_BEF.LML.007",0,0,0,0,0.00488758553274682,0,0,0.00195503421309873,0,0,0.00782013685239492,0.00293255131964809,0.00977517106549365,0,0,0.0361681329423265,0.0127077223851417,0,0.0185728250244379,0.00195503421309873,0.000977517106549365
"2018_BEF.LML.008",0,0,0,0,0,0,0,0,0,0,0.0068259385665529,0,0.0068259385665529,0,0,0.037542662116041,0.0238907849829352,0,0.0238907849829352,0,0
"2018_BEF.LML.009",0,0,0.000880281690140845,0,0,0,0.000880281690140845,0,0,0,0.0193661971830986,0.00704225352112676,0.00880281690140845,0,0,0.0316901408450704,0.0360915492957746,0.000880281690140845,0.022887323943662,0.00176056338028169,0.000880281690140845
"2018_BEF.LML.010",0,0,0,0,0,0,0.00092678405931418,0,0,0,0.0231696014828545,0.0046339202965709,0.0111214087117702,0,0,0.0583873957367933,0.0185356811862836,0,0.0120481927710843,0.00834105653382762,0.00185356811862836
"2018_BEF.LML.011",0,0,0,0,0,0,0,0.00170068027210884,0,0,0.0204081632653061,0.00850340136054422,0.0102040816326531,0.00170068027210884,0,0.0459183673469388,0.022108843537415,0,0.00850340136054422,0.00340136054421769,0
"2018_BEF.LML.012",0,0,0,0,0,0,0.00277008310249307,0,0,0,0,0,0.0110803324099723,0.00277008310249307,0,0.0221606648199446,0.00277008310249307,0.00277008310249307,0.0138504155124654,0,0
"2018_BEF.LML.013",0,0,0,0,0,0,0,0.00352112676056338,0,0,0.00352112676056338,0.0246478873239437,0.073943661971831,0.0105633802816901,0,0.0492957746478873,0.0528169014084507,0,0.00352112676056338,0,0
"2018_BEF.LML.014",0,0,0,0,0,0,0,0,0,0,0.0533333333333333,0.0106666666666667,0.00133333333333333,0,0,0.0306666666666667,0.0226666666666667,0,0.012,0.0106666666666667,0.00533333333333333
"2018_BEF.LML.015",0,0,0,0,0.00177935943060498,0.00177935943060498,0,0,0,0,0.0569395017793594,0.00177935943060498,0.00355871886120996,0.00177935943060498,0,0.0338078291814947,0.0160142348754448,0,0.00355871886120996,0.00711743772241993,0.00533807829181495
"2018_BEF.LML.016",0,0,0,0,0,0,0,0,0,0,0.0142857142857143,0.00952380952380952,0.00476190476190476,0,0,0.0476190476190476,0.0238095238095238,0,0,0.00476190476190476,0.00952380952380952
"2018_BEF.LML.017",0,0,0.00117370892018779,0,0,0,0.00117370892018779,0.00117370892018779,0,0,0.00586854460093897,0.00234741784037559,0.0105633802816901,0.00234741784037559,0,0.0234741784037559,0.0105633802816901,0,0.00234741784037559,0.00352112676056338,0
"2018_BEF.LML.018",0,0,0,0,0.00530503978779841,0,0,0,0.0026525198938992,0.00795755968169761,0.0371352785145889,0,0.026525198938992,0.00530503978779841,0,0.0026525198938992,0.013262599469496,0.0026525198938992,0,0.0159151193633952,0.00530503978779841
"2018_BEF.LML.019",0,0,0.0129032258064516,0,0.0193548387096774,0,0,0,0.0032258064516129,0,0.0161290322580645,0.0032258064516129,0.0290322580645161,0,0,0.00645161290322581,0.00645161290322581,0.0032258064516129,0.0290322580645161,0.0161290322580645,0.00645161290322581
"2018_BEF.LML.020",0,0,0.00118764845605701,0.00356294536817102,0.0190023752969121,0.00593824228028504,0,0,0,0,0.0201900237529691,0.00356294536817102,0.00237529691211401,0,0,0.0213776722090261,0.0178147268408551,0,0.00237529691211401,0.00831353919239905,0.00356294536817102
"2018_BEF.LML.021",0,0,0,0,0.0390946502057613,0,0.00205761316872428,0,0,0.00617283950617284,0.00411522633744856,0,0.01440329218107,0.00205761316872428,0,0.00411522633744856,0,0.0123456790123457,0.00411522633744856,0.0102880658436214,0.00205761316872428
"2018_BEF.LML.022",0,0,0,0,0,0,0,0.0026281208935611,0,0,0,0,0.0236530880420499,0.00394218134034166,0,0.0210249671484888,0.00131406044678055,0.00131406044678055,0.00525624178712221,0,0.0026281208935611
"2018_BEF.LML.023",0,0,0,0,0,0,0.0015785319652723,0,0.000789265982636148,0.0015785319652723,0.00236779794790845,0,0.0228887134964483,0.000789265982636148,0,0.00789265982636148,0.000789265982636148,0.0015785319652723,0.00710339384372534,0.000789265982636148,0
"2018_BEF.LML.024",0,0,0,0,0.00239234449760766,0,0.00239234449760766,0.00239234449760766,0,0.00956937799043062,0.0239234449760766,0,0.0334928229665072,0.00239234449760766,0,0.0215311004784689,0.0119617224880383,0,0.00239234449760766,0.00239234449760766,0.00478468899521531
"2018_BEF.LML.025",0,0,0.00149925037481259,0.00449775112443778,0.0104947526236882,0.00299850074962519,0,0,0.00149925037481259,0.00449775112443778,0.0179910044977511,0.00299850074962519,0.0104947526236882,0.00149925037481259,0,0.0164917541229385,0.00299850074962519,0.00299850074962519,0.00599700149925037,0.00899550224887556,0.00149925037481259
"2018_BEF.LML.026",0,0,0,0.00173010380622837,0.0121107266435986,0.00346020761245675,0,0,0,0,0.0155709342560554,0.00173010380622837,0.00865051903114187,0,0,0.041522491349481,0.0346020761245675,0,0,0.0173010380622837,0
"2018_BEF.LML.027",0,0,0.00826446280991736,0.00619834710743802,0.0103305785123967,0,0,0,0,0,0.00413223140495868,0,0,0,0,0.0289256198347107,0.00413223140495868,0,0,0.00206611570247934,0
"2018_BEF.LML.028",0,0,0.00266666666666667,0,0.004,0,0,0,0.00666666666666667,0.00933333333333333,0.00533333333333333,0,0.004,0,0,0.008,0,0,0,0.004,0.0373333333333333
"2018_BEF.LML.029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170068027210884,0.0102040816326531,0,0,0.00340136054421769,0
"2018_BEF.LML.030",0,0,0,0,0,0,0,0,0,0,0.0105566218809981,0.00383877159309021,0,0,0,0.0249520153550864,0.0345489443378119,0,0,0,0
"2018_BEF.LML.031",0,0,0.00328947368421053,0,0.000548245614035088,0,0.000548245614035088,0,0,0,0.00109649122807018,0,0.0142543859649123,0.00219298245614035,0.00109649122807018,0.00328947368421053,0.000548245614035088,0,0.00657894736842105,0.00219298245614035,0.000548245614035088
"2018_BEF.LML.032",0,0,0.0045662100456621,0,0.0091324200913242,0,0,0,0,0,0,0,0.0091324200913242,0,0,0.0045662100456621,0,0.0045662100456621,0.0136986301369863,0.0182648401826484,0
"2019_BEF.LML.001",0,0,0,0,0,0,0,0,0,0,0.0124333925399645,0.0213143872113677,0.0088809946714032,0,0,0.0301953818827709,0.0532859680284192,0,0.0106571936056838,0,0.00177619893428064
"2019_BEF.LML.002",0,0,0,0,0,0,0.00121359223300971,0.00121359223300971,0,0,0.00364077669902913,0,0.058252427184466,0,0,0.00364077669902913,0.00364077669902913,0.00242718446601942,0.0133495145631068,0,0.00121359223300971
"2019_BEF.LML.003",0,0,0,0,0,0,0.000693481276005548,0,0,0,0.000693481276005548,0,0.0013869625520111,0,0,0.0325936199722607,0.00554785020804438,0,0.00554785020804438,0,0
"2019_BEF.LML.004",0,0,0,0,0,0,0,0.000982318271119843,0,0,0.00294695481335953,0,0.0265225933202358,0,0,0.000982318271119843,0,0,0.0068762278978389,0,0
"2019_BEF.LML.005",0,0,0.00558035714285714,0.00111607142857143,0.0100446428571429,0.00446428571428571,0,0.00111607142857143,0.00223214285714286,0.00558035714285714,0.0513392857142857,0,0.00669642857142857,0,0,0.0245535714285714,0.0178571428571429,0,0.00111607142857143,0.00223214285714286,0.00446428571428571
"2019_BEF.LML.006",0,0,0.00144508670520231,0.00144508670520231,0,0,0.00144508670520231,0,0,0,0.0158959537572254,0.00144508670520231,0.00433526011560694,0,0,0.0592485549132948,0.0520231213872832,0,0.00722543352601156,0.00144508670520231,0.00433526011560694
"2019_BEF.LML.007",0,0,0,0,0,0,0.00136239782016349,0,0,0,0.00136239782016349,0,0.00136239782016349,0,0,0.0258855585831063,0.0245231607629428,0.00272479564032698,0.0108991825613079,0,0.00136239782016349
"2019_BEF.LML.008",0,0,0,0,0,0,0,0,0,0,0,0.00431034482758621,0,0,0,0.0172413793103448,0.0129310344827586,0,0.0301724137931034,0,0
"2019_BEF.LML.009",0,0,0,0,0,0,0.00152671755725191,0.00152671755725191,0,0,0,0.00152671755725191,0.00152671755725191,0,0,0.0412213740458015,0.0183206106870229,0,0.00763358778625954,0,0
"2019_BEF.LML.010",0,0,0,0.00296442687747036,0.000988142292490119,0.00494071146245059,0,0,0,0,0.0148221343873518,0.00494071146245059,0.00197628458498024,0,0,0.0454545454545455,0.0573122529644269,0,0.00296442687747036,0,0.00296442687747036
"2019_BEF.LML.011",0,0,0,0,0,0,0,0,0,0.00201207243460765,0.0181086519114688,0.00402414486921529,0.00201207243460765,0,0,0.0523138832997988,0.0362173038229376,0,0.00402414486921529,0,0.00603621730382294
"2019_BEF.LML.012",0,0,0,0.00522648083623693,0,0,0,0,0,0,0,0,0.0731707317073171,0,0,0.0139372822299652,0.00348432055749129,0,0.00348432055749129,0,0.00871080139372822
"2019_BEF.LML.013",0,0,0,0,0,0,0.0025974025974026,0,0,0,0.0181818181818182,0,0,0,0,0.0337662337662338,0.025974025974026,0,0.0155844155844156,0,0.0025974025974026
"2019_BEF.LML.014",0,0,0,0,0.0103626943005181,0.00863557858376511,0,0,0,0,0.0241796200345423,0.00345423143350604,0.00172711571675302,0,0,0.0259067357512953,0.0345423143350604,0,0.00345423143350604,0.00172711571675302,0.0276338514680484
"2019_BEF.LML.015",0,0,0,0,0,0.00735294117647059,0,0,0,0,0.0220588235294118,0,0,0,0,0.0514705882352941,0.0257352941176471,0,0.00367647058823529,0.00367647058823529,0.0257352941176471
"2019_BEF.LML.016",0,0,0,0,0,0,0,0,0,0,0.0119521912350598,0,0.00796812749003984,0,0,0.0119521912350598,0.0159362549800797,0,0,0,0.00398406374501992
"2019_BEF.LML.017",0,0,0.00110619469026549,0,0,0,0,0,0,0,0.00221238938053097,0,0.00774336283185841,0.00110619469026549,0,0.0309734513274336,0.0154867256637168,0,0,0,0.00884955752212389
"2019_BEF.LML.018",0,0,0,0,0.00460829493087558,0,0,0.00230414746543779,0.00230414746543779,0,0,0,0.0737327188940092,0,0,0.00921658986175115,0.00230414746543779,0.00230414746543779,0.00230414746543779,0,0
"2019_BEF.LML.019",0,0,0.00498753117206983,0,0.00997506234413965,0,0.00249376558603491,0.00498753117206983,0,0,0.0498753117206983,0.00498753117206983,0.0748129675810474,0,0,0.00997506234413965,0.00498753117206983,0,0.0124688279301746,0,0
"2019_BEF.LML.020",0,0,0.00417827298050139,0.00557103064066852,0.032033426183844,0.0139275766016713,0,0,0,0,0.0194986072423398,0.00417827298050139,0.00835654596100279,0,0,0.0403899721448468,0.0348189415041783,0,0.00139275766016713,0.00278551532033426,0.00557103064066852
"2019_BEF.LML.021",0,0,0.0133928571428571,0.00223214285714286,0.0178571428571429,0.00669642857142857,0.00223214285714286,0,0,0,0.00446428571428571,0,0.0513392857142857,0,0,0,0,0,0,0,0.00446428571428571
"2019_BEF.LML.022",0,0,0,0,0,0,0.00136239782016349,0,0,0.00136239782016349,0.00136239782016349,0.00136239782016349,0.0217983651226158,0,0,0.0122615803814714,0.0108991825613079,0.00272479564032698,0.00272479564032698,0,0
"2019_BEF.LML.023",0,0,0,0,0,0,0.00328677074774034,0,0.00164338537387017,0.00164338537387017,0.00410846343467543,0.000821692686935086,0.0115036976170912,0,0.00164338537387017,0.00821692686935086,0.00986031224322103,0.00164338537387017,0.0057518488085456,0,0.000821692686935086
"2019_BEF.LML.024",0,0,0,0.00173010380622837,0.00346020761245675,0.00173010380622837,0.00173010380622837,0,0.00173010380622837,0.0069204152249135,0.0069204152249135,0.00865051903114187,0.00173010380622837,0,0,0.0380622837370242,0.0397923875432526,0,0.00173010380622837,0,0.00346020761245675
"2019_BEF.LML.025",0,0,0.0023121387283237,0.00115606936416185,0.00115606936416185,0.00346820809248555,0,0,0.0023121387283237,0.0046242774566474,0.0254335260115607,0.0104046242774566,0.0023121387283237,0,0,0.0265895953757225,0.0219653179190751,0,0.00346820809248555,0,0.0046242774566474
"2019_BEF.LML.026",0,0,0,0.00146412884333821,0,0.00146412884333821,0,0.00292825768667643,0,0,0.00439238653001464,0.00439238653001464,0.0629575402635432,0,0,0.0366032210834553,0.0512445095168375,0,0,0.00146412884333821,0.0131771595900439
"2019_BEF.LML.027",0,0,0,0.00162074554294976,0.00324149108589951,0.00162074554294976,0,0,0,0.00162074554294976,0.0405186385737439,0.00486223662884927,0,0,0,0.0713128038897893,0.00972447325769854,0,0,0,0
"2019_BEF.LML.028",0,0,0.00230149597238205,0.00115074798619102,0.00115074798619102,0,0.00115074798619102,0,0.00575373993095512,0.00690448791714614,0.0115074798619102,0.00115074798619102,0.00805523590333717,0,0,0.0195627157652474,0.00230149597238205,0,0.00115074798619102,0,0.0138089758342923
"2019_BEF.LML.029",0,0,0,0,0,0,0,0,0,0,0,0,0.00421940928270042,0,0,0.0970464135021097,0.0253164556962025,0,0,0,0
"2019_BEF.LML.030",0,0,0,0.000831255195344971,0,0,0,0,0,0,0.0058187863674148,0.00415627597672485,0.00249376558603491,0,0,0.101413133832086,0.0889443059019119,0,0.000831255195344971,0,0.000831255195344971
"2019_BEF.LML.031",0,0,0,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0,0.000496277915632754,0.000992555831265509,0,0,0.0297766749379653,0.000496277915632754,0.000496277915632754,0.00843672456575682,0.00893300248138958,0.000496277915632754,0.00198511166253102,0.000992555831265509,0.000496277915632754
"2019_BEF.LML.032",0,0,0.00651465798045603,0.00651465798045603,0.0130293159609121,0.00325732899022801,0,0,0,0,0,0,0.104234527687296,0,0,0.0260586319218241,0.00651465798045603,0,0.00977198697068404,0,0
"2021_BEF.LML.001",0,0,0,0,0,0,0,0,0,0,0.0110864745011086,0.0177383592017738,0,0,0,0.0110864745011086,0.0421286031042129,0,0.00665188470066519,0,0
"2021_BEF.LML.002",0,0,0,0,0,0,0,0.00146627565982405,0,0,0.0146627565982405,0,0.0161290322580645,0,0,0.00439882697947214,0.00146627565982405,0.00146627565982405,0.00146627565982405,0,0
"2021_BEF.LML.003",0,0,0,0,0,0,0,0,0,0,0,0.00145137880986938,0.0101596516690856,0,0,0.00725689404934688,0.0101596516690856,0.00145137880986938,0.0130624092888244,0,0
"2021_BEF.LML.004",0,0,0,0,0,0,0.00123456790123457,0.0037037037037037,0,0,0.0111111111111111,0.00123456790123457,0.0123456790123457,0,0,0.00123456790123457,0.00493827160493827,0,0,0,0.00123456790123457
"2021_BEF.LML.005",0,0.000866551126516464,0.00346620450606586,0.000866551126516464,0.000866551126516464,0,0,0,0,0.00173310225303293,0.00779896013864818,0.00173310225303293,0.00779896013864818,0.000866551126516464,0,0.00433275563258232,0.011265164644714,0,0.00519930675909879,0,0.00519930675909879
"2021_BEF.LML.006",0,0,0,0,0,0,0,0,0,0,0.00503355704697987,0.00167785234899329,0.00335570469798658,0,0,0.023489932885906,0.0218120805369128,0,0.011744966442953,0,0
"2021_BEF.LML.007",0,0,0,0,0,0,0.00232018561484919,0.00116009280742459,0,0,0.00116009280742459,0.00116009280742459,0.0104408352668213,0.00116009280742459,0,0.00696055684454756,0.0116009280742459,0.00116009280742459,0.00812064965197216,0,0
"2021_BEF.LML.008",0,0,0,0,0,0,0.012,0,0,0,0.004,0.004,0.048,0,0,0.004,0.016,0,0.012,0.004,0.004
"2021_BEF.LML.009",0,0,0.00111856823266219,0,0.00111856823266219,0,0.00447427293064877,0.00111856823266219,0,0,0.00671140939597315,0.00223713646532438,0.00559284116331096,0,0,0.00894854586129754,0.0123042505592841,0,0.0123042505592841,0,0.00447427293064877
"2021_BEF.LML.010",0,0,0.00191938579654511,0.00191938579654511,0.00191938579654511,0,0,0,0,0,0.00575815738963532,0.00479846449136276,0.00479846449136276,0,0,0.00575815738963532,0.0287907869481766,0,0.00383877159309021,0,0.00191938579654511
"2021_BEF.LML.011",0,0,0,0,0,0,0.00175438596491228,0,0,0,0.012280701754386,0,0,0,0,0.0087719298245614,0.0385964912280702,0,0.00350877192982456,0,0
"2021_BEF.LML.012",0,0,0,0,0,0,0.00206611570247934,0,0,0,0.00826446280991736,0.00413223140495868,0.0206611570247934,0,0,0.0103305785123967,0.00206611570247934,0,0.012396694214876,0,0.0103305785123967
"2021_BEF.LML.013",0,0,0,0,0,0,0,0,0,0,0.0103626943005181,0.0181347150259067,0.0207253886010363,0,0,0.0181347150259067,0.0259067357512953,0.00518134715025907,0.0103626943005181,0,0.00259067357512953
"2021_BEF.LML.014",0,0,0,0,0.00531914893617021,0,0,0,0,0,0.0106382978723404,0,0,0,0,0.0186170212765957,0.0186170212765957,0.00265957446808511,0.023936170212766,0.00531914893617021,0.00531914893617021
"2021_BEF.LML.015",0,0,0,0,0,0,0,0,0,0,0.024390243902439,0.0104529616724739,0.00348432055749129,0,0,0.0278745644599303,0.00696864111498258,0,0,0.00348432055749129,0.00348432055749129
"2021_BEF.LML.016",0,0,0,0,0,0,0,0,0,0,0.0171428571428571,0,0,0,0,0.0114285714285714,0.0114285714285714,0,0.00571428571428571,0,0
"2021_BEF.LML.017",0,0,0,0,0,0,0,0,0,0,0.00237812128418549,0.00356718192627824,0,0,0,0.00594530321046373,0.0154577883472057,0,0.00713436385255648,0,0.00237812128418549
"2021_BEF.LML.018",0,0,0.0029673590504451,0,0.00890207715133531,0,0,0,0,0.00890207715133531,0.0267062314540059,0.0029673590504451,0,0,0,0.0148367952522255,0.00593471810089021,0,0,0.00890207715133531,0.0148367952522255
"2021_BEF.LML.019",0,0,0,0,0,0,0,0,0,0,0.032258064516129,0.00806451612903226,0.0120967741935484,0,0,0.0161290322580645,0,0,0,0,0.00806451612903226
"2021_BEF.LML.020",0,0,0,0,0,0,0,0,0,0,0.0141414141414141,0.00606060606060606,0.00404040404040404,0,0,0.0101010101010101,0.0222222222222222,0,0.00404040404040404,0,0.00606060606060606
"2021_BEF.LML.021",0,0,0,0,0,0,0,0,0.00235849056603774,0,0.0235849056603774,0,0.0235849056603774,0,0,0.00235849056603774,0.00235849056603774,0.00235849056603774,0.00235849056603774,0.00235849056603774,0.0188679245283019
"2021_BEF.LML.022",0,0,0,0,0,0,0,0,0,0,0.00529661016949153,0.00105932203389831,0.00953389830508475,0,0,0.00635593220338983,0.00211864406779661,0.00105932203389831,0.00423728813559322,0,0.0127118644067797
"2021_BEF.LML.023",0,0,0,0,0,0,0,0,0,0.00182982616651418,0.00823421774931381,0.00274473924977127,0.00914913083257091,0,0,0.00457456541628545,0.0118938700823422,0,0.00914913083257091,0,0.00182982616651418
"2021_BEF.LML.024",0,0,0.00601202404809619,0,0,0,0,0,0.00200400801603206,0.00400801603206413,0.0200400801603206,0,0,0,0,0.0100200400801603,0.0180360721442886,0.00200400801603206,0.00400801603206413,0.00400801603206413,0
"2021_BEF.LML.025",0,0,0.00135135135135135,0.00135135135135135,0,0,0.00135135135135135,0,0,0,0.0135135135135135,0.00135135135135135,0,0,0,0.00675675675675676,0.0175675675675676,0.0027027027027027,0.0121621621621622,0,0.0027027027027027
"2021_BEF.LML.026",0,0,0,0,0,0,0,0,0,0,0.0156657963446475,0.010443864229765,0,0,0,0.02088772845953,0.0391644908616188,0,0.00522193211488251,0.00261096605744125,0.00261096605744125
"2021_BEF.LML.027",0,0,0,0,0,0,0,0,0,0,0.0216867469879518,0.00481927710843374,0,0,0,0.0168674698795181,0.0265060240963855,0,0.00240963855421687,0,0.00240963855421687
"2021_BEF.LML.028",0,0,0,0,0.00166389351081531,0,0,0.00166389351081531,0.00499168053244592,0.00332778702163062,0.0166389351081531,0,0.00166389351081531,0,0,0.00499168053244592,0.00332778702163062,0,0.00166389351081531,0.00499168053244592,0.00831946755407654
"2021_BEF.LML.029",0,0,0,0,0,0,0,0,0,0,0.00419287211740042,0,0.00419287211740042,0,0,0.0125786163522013,0.0230607966457023,0,0.00419287211740042,0,0
