"","BB_1","BB_2","CC_1","CC_2","CS_1","CS_2","LT_1","LT_2","MM_1","MM_2","PS_1","PS_2","RS_1","RS_2","RWF_2","SMB_1","SMB_2","SS_1","SS_2","WS_1","WS_2"
"2021_BEF.LML.030",0,0,0,0,0,0,0,0,0,0,0,0,0.00965250965250965,0.000965250965250965,0,0.00772200772200772,0.0183397683397683,0,0.00193050193050193,0,0.000965250965250965
"2021_BEF.LML.031",0,0,0,0,0,0,0,0,0.00174013921113689,0.00174013921113689,0.00522041763341067,0.000580046403712297,0.00580046403712297,0,0,0.00406032482598608,0.0110208816705336,0,0.00696055684454756,0.000580046403712297,0.00290023201856148
"2021_BEF.LML.032",0,0,0,0,0,0,0,0,0,0,0.0135746606334842,0,0.0452488687782805,0,0,0.00452488687782805,0,0,0,0,0
"2022_BEF.LML.001",0,0,0,0,0,0,0,0,0,0,0.0381679389312977,0.00763358778625954,0.00381679389312977,0,0,0.0267175572519084,0.0801526717557252,0,0,0,0.00381679389312977
"2022_BEF.LML.002",0,0,0,0,0,0,0,0,0,0,0.0058252427184466,0,0.0194174757281553,0,0,0.00194174757281553,0.00194174757281553,0,0,0,0
"2022_BEF.LML.003",0,0,0,0,0,0,0,0,0,0,0,0,0.00235294117647059,0,0,0.04,0.0188235294117647,0,0.00235294117647059,0,0.00235294117647059
"2022_BEF.LML.004",0,0,0,0,0.00130718954248366,0,0,0,0,0,0.00915032679738562,0,0.0130718954248366,0,0,0,0.00130718954248366,0,0,0,0.00261437908496732
"2022_BEF.LML.005",0,0,0.00628366247755835,0,0.00897666068222621,0,0,0,0.000897666068222621,0.00359066427289048,0.00628366247755835,0.00359066427289048,0,0,0,0.0161579892280072,0.0206463195691203,0,0,0,0.00448833034111311
"2022_BEF.LML.006",0,0,0,0,0,0,0,0,0,0,0.0129589632829374,0,0,0,0,0.0345572354211663,0.0345572354211663,0,0,0,0
"2022_BEF.LML.007",0.00131061598951507,0,0,0,0,0,0,0,0,0,0.00786369593709043,0.00262123197903014,0,0,0,0.0170380078636959,0.00655307994757536,0,0.00524246395806029,0,0.00131061598951507
"2022_BEF.LML.008",0,0,0,0,0,0,0,0,0,0,0.00446428571428571,0,0,0,0,0.0178571428571429,0.00446428571428571,0,0.0178571428571429,0,0
"2022_BEF.LML.009",0,0,0,0,0,0,0.00130208333333333,0,0,0,0.01171875,0.00130208333333333,0.00130208333333333,0,0,0.0247395833333333,0.0286458333333333,0,0.00390625,0,0.00260416666666667
"2022_BEF.LML.010",0,0,0,0,0.00869565217391304,0,0,0,0,0,0.00782608695652174,0.000869565217391304,0,0,0,0.00521739130434783,0.0295652173913043,0,0.000869565217391304,0,0.00347826086956522
"2022_BEF.LML.011",0,0.00176056338028169,0,0,0,0,0,0,0,0,0.0176056338028169,0,0,0,0,0.0140845070422535,0.0457746478873239,0,0,0,0.00176056338028169
"2022_BEF.LML.012",0,0,0,0,0,0,0,0,0,0,0.0106100795755968,0,0.00530503978779841,0,0,0.0238726790450928,0.00795755968169761,0,0.00530503978779841,0,0.00530503978779841
"2022_BEF.LML.013",0,0,0,0,0,0,0.00393700787401575,0,0,0,0.00393700787401575,0.00393700787401575,0.015748031496063,0,0,0.0196850393700787,0.0275590551181102,0,0.0078740157480315,0,0
"2022_BEF.LML.014",0,0,0,0,0.00738916256157635,0.00246305418719212,0,0,0,0,0.0221674876847291,0.00492610837438424,0,0,0,0.0147783251231527,0.0123152709359606,0,0,0.00246305418719212,0.00738916256157635
"2022_BEF.LML.015",0,0,0,0,0.0118694362017804,0,0,0,0,0,0.0356083086053412,0.0029673590504451,0,0,0,0.0148367952522255,0.0237388724035608,0,0,0,0
"2022_BEF.LML.016",0,0,0,0,0,0,0,0,0,0,0.0170454545454545,0.00568181818181818,0,0,0,0.0397727272727273,0.0397727272727273,0,0,0,0.00568181818181818
"2022_BEF.LML.017",0,0,0,0,0,0,0.000878734622144112,0,0,0,0.0123022847100176,0.00175746924428822,0,0,0,0.00439367311072056,0.0140597539543058,0,0.000878734622144112,0,0.00439367311072056
"2022_BEF.LML.018",0,0,0.0028328611898017,0,0.028328611898017,0,0,0,0,0.0028328611898017,0.0254957507082153,0.0028328611898017,0.0028328611898017,0,0,0.0141643059490085,0,0,0,0,0.0198300283286119
"2022_BEF.LML.019",0,0,0.00813008130081301,0,0.0284552845528455,0,0,0,0,0,0.0365853658536585,0.0040650406504065,0.00813008130081301,0,0,0.0040650406504065,0,0,0.0040650406504065,0,0
"2022_BEF.LML.020",0,0,0,0,0.00160771704180064,0,0,0,0,0,0.0128617363344051,0.00321543408360129,0,0,0,0.0128617363344051,0.0289389067524116,0.00160771704180064,0.00803858520900321,0,0.00482315112540193
"2022_BEF.LML.021",0,0,0.00273224043715847,0,0.00273224043715847,0.00273224043715847,0,0,0,0.00546448087431694,0.0109289617486339,0,0.0136612021857923,0,0,0.00819672131147541,0,0.00273224043715847,0.00546448087431694,0,0.0163934426229508
"2022_BEF.LML.022",0,0,0,0,0,0,0.0015220700152207,0,0,0,0.0030441400304414,0.0015220700152207,0.0076103500761035,0,0,0.0076103500761035,0.0045662100456621,0.0015220700152207,0.0030441400304414,0,0.0060882800608828
"2022_BEF.LML.023",0,0,0.00269299820466786,0.000897666068222621,0,0,0,0,0,0.000897666068222621,0.00987432675044883,0.000897666068222621,0.00359066427289048,0,0,0.00628366247755835,0.00359066427289048,0.000897666068222621,0.00448833034111311,0,0.00269299820466786
"2022_BEF.LML.024",0,0,0.00224719101123596,0,0.00224719101123596,0,0,0,0.00224719101123596,0.00898876404494382,0.0157303370786517,0.00449438202247191,0,0,0,0.0157303370786517,0.0269662921348315,0.00224719101123596,0,0,0.00224719101123596
"2022_BEF.LML.025",0,0,0.00794701986754967,0,0,0,0,0,0.00264900662251656,0.00397350993377483,0.0105960264900662,0.00264900662251656,0,0,0,0.00662251655629139,0.00397350993377483,0,0.00132450331125828,0,0
"2022_BEF.LML.026",0,0,0,0,0.00383141762452107,0,0,0,0,0.00191570881226054,0.00957854406130268,0.00957854406130268,0,0,0,0.00574712643678161,0.0459770114942529,0,0.00191570881226054,0,0
"2022_BEF.LML.027",0,0.00208768267223382,0,0,0.00417536534446764,0,0,0,0,0,0.0187891440501044,0.00208768267223382,0,0,0,0.0187891440501044,0.0104384133611691,0,0.00417536534446764,0,0
"2022_BEF.LML.028",0,0.00133511348464619,0.00400534045393859,0.00133511348464619,0.0106809078771696,0,0,0,0.00133511348464619,0.00267022696929239,0.0120160213618158,0.00133511348464619,0.00400534045393859,0,0,0.00667556742323097,0.00534045393858478,0,0.00133511348464619,0,0.00267022696929239
"2022_BEF.LML.029",0,0,0,0,0,0,0,0,0,0,0.00562851782363977,0,0.0112570356472795,0,0,0.00938086303939963,0.026266416510319,0,0.00375234521575985,0,0
"2022_BEF.LML.030",0,0,0,0,0,0,0,0,0,0,0.00722543352601156,0,0.00289017341040462,0,0,0.00361271676300578,0.0382947976878613,0,0,0,0.000722543352601156
"2022_BEF.LML.031",0,0,0.0011648223645894,0.0005824111822947,0.0017472335468841,0,0,0,0,0.0017472335468841,0.005824111822947,0,0.005824111822947,0,0,0.0029120559114735,0.0040768782760629,0.0029120559114735,0.0029120559114735,0,0.0034944670937682
"2022_BEF.LML.032",0,0,0.00598802395209581,0.00598802395209581,0,0,0,0,0,0,0.00598802395209581,0,0.00598802395209581,0,0,0.0119760479041916,0,0.00598802395209581,0.0119760479041916,0,0.00598802395209581
